Asp,Elev,FalB1,FalB2,FalB3,FalB4,FalB5,FalB6,FalTCb,FalTCg,FalTCw,LAE,NDVIMin,NDVIMax,NDVIMedian,NDVIDiff,Slpp,SprB1,SprB2,SprB3,SprB4,SprB5,SprB6,SprTCb,SprTCg,SprTCw,SumB1,SumB2,SumB3,SumB4,SumB5,SumB6,SumTcb,SumTcg,SumTCw,ppti,tavei,dep
-1,2066,685,940,1212,1948,2623,2082,1332,187,-1867,2824,1437,4223,2079,2144,0,771,1115,1396,2260,2964,2324,1506,211,-2109,788,1115,1440,2209,3017,2397,1533,215,-2147,6910,39310,6281
90,1810,1216,1813,2238,2776,4131,3712,2099,295,-2940,2586,960,1711,1170,542,2,1236,1819,2264,2957,4136,3583,2101,295,-2944,1324,1970,2476,3093,4390,3796,2230,313,-3124,6016,40232,6281
-1,1795,767,1171,1768,2413,3126,2913,1588,223,-2225,2540,1224,2070,1479,591,2,851,1271,1841,2529,3246,2892,1649,231,-2310,840,1239,1848,2469,3204,2873,1628,228,-2280,5761,40451,6281
-1,2072,937,1353,1714,2489,3588,2968,1823,256,-2554,2799,1232,2902,1680,1222,2,1080,1620,2018,2795,3881,3179,1972,277,-2762,944,1411,1814,2503,3711,2961,1885,265,-2641,7419,39233,6281
-1,2098,736,1064,1279,2378,2916,2373,1481,208,-2075,2809,1077,3226,1579,1647,0,1096,1433,1756,2452,3392,3035,1723,242,-2414,1035,1388,1740,2452,3407,3026,1731,243,-2425,7385,39156,6161
-1,2099,628,983,1122,2921,2422,1782,1230,173,-1724,2804,1290,3492,1787,1706,3,1069,1464,1893,2763,3345,2959,1699,238,-2381,1008,1396,1881,2726,3397,3009,1726,242,-2418,7678,39209,6281
-1,2097,785,1070,1271,2381,2909,2250,1478,207,-2070,2800,1010,3677,1609,2068,2,1188,1511,1817,2519,3442,2992,1749,245,-2450,1077,1438,1775,2483,3427,2940,1741,244,-2439,8311,39117,6161
-1,2082,1062,1557,1754,3261,3258,2713,1655,232,-2319,2800,1280,3255,1702,1553,0,1514,1988,2377,3282,4174,3729,2120,298,-2971,1427,1970,2303,3256,3989,3330,2026,284,-2839,8345,39044,6281
-1,2137,633,853,1077,1802,2462,2155,1251,176,-1752,2836,1103,2949,1664,1285,0,866,1161,1385,2196,2985,2399,1516,213,-2124,830,1112,1392,2159,2965,2379,1506,211,-2110,7013,39271,6161
-1,2136,629,836,1055,1744,2477,1970,1258,177,-1763,2838,1074,3634,1695,1939,0,838,1155,1409,2243,2983,2379,1515,213,-2123,803,1105,1380,2217,2935,2308,1491,209,-2089,6966,39276,6161
-1,1891,966,1508,2188,2881,3472,3006,1764,248,-2471,2617,1163,2105,1380,725,2,1058,1622,2248,3098,3573,3090,1815,255,-2543,1058,1608,2295,3110,3694,3226,1877,263,-2629,5706,40288,6281
-1,1868,790,1215,1781,2571,3121,2845,1585,223,-2221,2614,1251,2300,1580,720,2,937,1381,1955,2719,3243,2886,1647,231,-2308,933,1416,2079,2820,3394,3021,1724,242,-2416,6092,40315,6281
-1,1860,643,1015,1331,2378,2735,2054,1389,195,-1946,2561,1296,3769,1830,1939,2,912,1364,1818,2520,3235,2620,1643,231,-2302,914,1343,1846,2509,3304,2671,1678,236,-2351,6411,40558,6281
99,1998,741,1107,1447,2604,2834,2205,1440,202,-2017,2697,1416,3297,1729,1568,5,1000,1414,1798,2496,3157,2640,1604,225,-2247,975,1370,1783,2495,3177,2692,1614,227,-2261,7097,40165,6161
-1,2136,694,984,1282,2124,2910,2365,1478,207,-2071,2831,1191,3581,1677,1904,1,935,1293,1662,2272,3249,2688,1650,232,-2312,857,1188,1500,2327,3171,2517,1611,226,-2257,7108,39377,6161
354,2193,666,941,1192,2090,2730,2144,1387,195,-1943,2872,1236,3914,1705,2209,4,876,1215,1549,2158,3036,2551,1542,216,-2161,865,1174,1482,2123,2982,2527,1515,213,-2122,7522,39305,6281
-1,2010,700,1012,1315,2117,2408,2064,1223,172,-1714,2719,1170,3248,1585,1664,2,1035,1386,1795,2462,3006,2619,1527,214,-2139,937,1285,1660,2245,2829,2473,1437,202,-2013,8563,39277,6281
270,2292,791,1070,1414,2234,2657,2265,1350,189,-1891,2995,1310,3305,1641,1665,3,1042,1428,1828,2439,3146,2756,1598,224,-2239,979,1320,1693,2286,2983,2653,1515,213,-2123,10193,38244,6281
90,1660,1089,1631,2270,3244,3914,3186,1988,279,-2786,2528,1315,2167,1629,538,3,1291,1941,2677,3570,4426,3612,2248,316,-3150,1291,1920,2665,3546,4341,3577,2205,310,-3089,7926,40844,6281
-1,2175,1005,1396,1731,2487,3679,3161,1869,262,-2618,2918,1260,2872,1792,1080,2,1115,1596,1949,2789,3910,3334,1986,279,-2783,1090,1526,1835,2747,3943,3292,2003,281,-2806,7542,38969,6281
315,2171,567,798,988,1925,2412,1969,1225,172,-1717,2915,2308,3604,2844,760,4,827,1125,1331,2285,3087,2551,1568,220,-2197,699,988,1162,2202,2871,2323,1458,205,-2043,7441,38985,6281
207,2172,909,1398,1697,2553,3715,2984,1887,265,-2644,2919,1307,2860,1800,1060,9,1122,1628,1898,2733,4052,3195,2058,289,-2884,1003,1515,1760,2516,3802,3026,1931,271,-2706,7402,39020,6281
-1,2165,909,1428,1744,2617,3637,2894,1848,259,-2588,2912,1089,2478,1444,1034,2,1181,1825,2158,2965,4083,3305,2074,291,-2906,1061,1660,1976,2748,3964,3158,2014,283,-2821,7376,39004,6281
-1,2155,668,915,1145,1857,3014,2326,1531,215,-2145,2902,1616,4452,2404,2048,1,817,1308,1503,2830,3304,2326,1678,236,-2351,754,1130,1259,2517,3093,2271,1571,221,-2201,7323,39031,6281
-1,2156,896,1313,1614,2379,3517,2853,1787,251,-2503,2903,1412,2418,1657,761,0,1094,1613,1947,2747,3978,3268,2021,284,-2831,1051,1544,1886,2656,4042,3314,2053,288,-2877,7323,39031,6281
-1,2154,765,1059,1287,1937,2992,2462,1520,213,-2129,2902,1225,3055,1785,1270,0,894,1320,1579,2278,3345,2642,1699,238,-2381,900,1231,1433,2149,3294,2650,1673,235,-2344,7322,39027,6281
-1,2153,817,1138,1357,1841,3098,2677,1574,221,-2205,2902,1413,3306,1627,1679,1,943,1320,1589,2175,3407,2767,1731,243,-2425,944,1313,1579,2131,3379,2859,1717,241,-2405,7365,39021,6281
-1,2153,867,1191,1410,1955,3310,2871,1681,236,-2356,2903,1396,3691,1618,2073,2,964,1364,1625,2229,3490,2838,1773,249,-2484,964,1330,1611,2212,3553,2998,1805,253,-2529,7365,39021,6281
-1,2154,751,981,1176,1772,3177,2631,1614,227,-2261,2903,1403,4167,1838,2329,1,926,1295,1539,2223,3441,2690,1748,245,-2449,926,1245,1494,2137,3456,2777,1756,246,-2460,7365,39021,6281
-1,1729,652,1026,1154,1493,1690,1245,859,120,-1203,2528,444,2813,953,1861,2,755,1000,1162,1427,1699,1388,863,121,-1209,767,1023,1200,1461,1737,1416,882,124,-1236,7347,40326,6281
27,1714,646,945,1183,1604,1763,1412,896,126,-1255,2513,569,2900,1138,1762,4,758,995,1144,1487,1765,1409,897,126,-1256,772,1020,1212,1547,1790,1435,909,128,-1274,7269,40339,6281
56,1714,652,942,1180,1538,1728,1444,878,123,-1230,2513,617,2727,1057,1670,6,766,1008,1163,1468,1778,1437,903,127,-1265,798,1037,1227,1527,1811,1477,920,129,-1289,7273,40344,6281
45,1735,677,950,1107,1746,2082,1676,1058,148,-1482,2534,551,2554,1048,1506,5,833,1098,1283,1609,1981,1635,1006,141,-1410,891,1161,1368,1701,2091,1705,1062,149,-1488,7450,40302,6281
45,1725,655,969,1141,1573,1721,1262,874,123,-1225,2524,567,2495,1072,1423,5,746,994,1179,1483,1732,1401,880,123,-1233,785,1069,1259,1568,1805,1461,917,129,-1285,7356,40330,6281
-1,1696,681,971,1201,1661,1880,1512,955,134,-1338,2494,888,2480,1323,1158,2,788,1025,1218,1605,1850,1542,940,132,-1317,770,1027,1279,1657,1896,1561,963,135,-1349,7291,40739,6281
-1,1697,511,681,727,1257,1259,984,640,90,-896,2497,980,2557,1301,1257,3,676,864,992,1292,1475,1231,749,105,-1050,677,866,1013,1317,1504,1277,764,107,-1070,7169,40790,6281
173,1681,563,786,841,1328,1443,1084,733,103,-1027,2480,448,2425,947,1479,10,697,916,1080,1346,1580,1327,803,113,-1124,726,941,1114,1337,1617,1360,821,115,-1151,6863,40823,6281
135,1672,491,638,705,1317,1305,1002,663,93,-929,2473,854,2591,1211,1380,2,694,889,1043,1355,1527,1282,776,109,-1087,704,906,1081,1391,1637,1352,832,117,-1165,6994,40805,6281
-1,2281,507,739,995,1971,2571,2064,1306,183,-1830,3039,1926,4332,2720,1612,8,712,991,1247,2306,3010,2454,1529,215,-2142,564,785,991,1933,2548,2017,1294,182,-1813,8452,38453,6281
182,2400,539,919,1246,2050,2117,1654,1075,151,-1507,3162,2030,3382,2435,947,15,625,1056,1388,2298,2400,1909,1219,171,-1708,474,822,1084,1933,2046,1536,1039,146,-1456,9425,37634,6281
-1,2121,819,1199,1461,2549,3142,2606,1596,224,-2236,2872,2005,3887,2560,1327,2,998,1410,1724,2952,3562,2922,1809,254,-2535,950,1410,1693,2871,3501,2908,1779,250,-2492,7340,38995,6281
-1,2165,819,1171,1634,2365,2929,2667,1488,209,-2085,2909,1296,2749,1654,1095,0,1041,1418,1847,2528,3241,2934,1646,231,-2307,969,1340,1803,2475,3183,2897,1617,227,-2265,7668,38916,6281
-1,2261,513,728,994,1865,2697,2161,1370,192,-1919,3017,1629,4525,2702,1823,2,719,990,1210,2241,3032,2435,1540,216,-2158,619,830,1077,1915,2815,2263,1430,201,-2003,8198,38494,6281
-1,2261,476,688,942,1885,2405,1930,1222,171,-1712,3021,2115,4525,2914,1611,3,667,940,1166,2222,2733,2208,1388,195,-1945,558,763,990,1840,2421,1954,1230,173,-1723,8199,38494,6281
135,2261,510,700,917,1796,2566,1976,1304,183,-1826,3018,1669,4972,2819,2153,1,693,954,1122,2159,2874,2223,1460,205,-2045,604,806,1014,1851,2705,2071,1374,193,-1925,8199,38494,6281
112,2162,775,1083,1400,2146,3157,2682,1604,225,-2247,2908,1243,3117,1809,1308,4,987,1367,1684,2464,3380,2894,1717,241,-2406,893,1252,1540,2370,3355,2888,1704,239,-2388,7392,39026,6281
135,2162,722,1004,1314,2148,3061,2552,1555,218,-2179,2907,1537,3470,2001,1469,5,969,1335,1634,2486,3359,2876,1706,239,-2391,841,1182,1468,2348,3293,2805,1673,235,-2344,7392,39026,6281
-1,2164,705,1000,1298,2104,2979,2568,1513,212,-2120,2913,1723,3199,2157,1042,3,889,1248,1550,2462,3272,2810,1662,233,-2329,824,1172,1458,2366,3276,2809,1664,234,-2332,7358,39017,6281
272,2169,532,761,948,1840,2408,1919,1223,172,-1714,2920,2408,3409,2750,659,10,760,1059,1307,2229,2972,2419,1510,212,-2115,685,991,1241,2227,2929,2326,1488,209,-2085,7358,39017,6151
127,2160,746,1049,1366,2190,3100,2647,1575,221,-2206,2905,1384,3038,1931,1107,4,968,1322,1616,2437,3291,2849,1672,235,-2342,843,1179,1470,2328,3236,2776,1644,231,-2303,7392,39026,6281
-1,2159,909,1235,1502,2261,3504,2881,1780,250,-2494,2904,1306,3000,1638,1362,0,1093,1500,1806,2537,3853,3195,1957,275,-2742,1051,1418,1666,2440,3845,3167,1953,274,-2736,7397,39026,6281
-1,2164,958,1292,1595,2382,3520,2855,1788,251,-2505,2910,1299,3011,1662,1349,0,1117,1579,1880,2613,3804,3129,1932,271,-2707,1017,1396,1684,2522,3743,2992,1901,267,-2664,7376,39027,6281
-1,2171,792,1091,1385,2153,3176,2580,1613,226,-2260,2915,1339,3493,2002,1491,1,1042,1412,1680,2478,3554,2899,1805,253,-2529,897,1256,1495,2355,3415,2750,1735,243,-2430,7459,38983,6281
-1,2164,667,913,1139,1923,3006,2366,1527,214,-2139,2911,1346,4139,2109,2031,1,972,1274,1521,2267,3334,2730,1694,238,-2373,834,1122,1351,2115,3309,2689,1681,236,-2355,7416,38990,6281
-1,2158,795,1173,1409,2065,3061,2523,1555,218,-2179,2899,1302,2971,1717,1254,2,880,1333,1614,2390,3327,2673,1690,237,-2368,893,1326,1646,2322,3397,2719,1726,242,-2418,7548,38986,6281
-1,2159,782,1075,1319,1999,3139,2621,1595,224,-2234,2900,1314,3350,1863,1487,0,934,1337,1615,2348,3461,2813,1758,247,-2463,931,1313,1594,2292,3491,2865,1773,249,-2485,7543,38983,6151
-1,2159,823,1172,1449,2037,3168,2606,1609,226,-2255,2900,1154,3170,1687,1483,0,907,1334,1608,2288,3351,2663,1702,239,-2385,894,1279,1558,2164,3356,2691,1705,239,-2388,7535,38983,6281
-1,2173,959,1343,1668,2407,3654,3100,1856,261,-2601,2916,1241,3076,1774,1302,2,1079,1526,1845,2641,3823,3227,1942,273,-2721,1073,1484,1785,2671,3896,3202,1979,278,-2773,7535,38983,6281
-1,2175,992,1381,1714,2454,3689,3151,1874,263,-2625,2917,1228,3044,1775,1269,2,1116,1582,1932,2736,3890,3307,1976,277,-2769,1091,1517,1822,2727,3935,3271,1999,281,-2801,7542,38969,6281
-1,2169,827,1175,1486,2293,3148,2725,1599,224,-2240,2911,1708,2686,2136,550,4,1036,1451,1772,2681,3537,3123,1797,252,-2517,945,1348,1652,2574,3465,2996,1760,247,-2466,7538,38971,6281
-1,2169,693,892,1066,1588,2872,2289,1459,205,-2044,2911,1083,4369,1901,2468,2,813,1147,1364,1974,3095,2311,1572,221,-2203,844,1143,1342,1925,3192,2399,1622,228,-2272,7539,38984,6281
-1,2172,813,1119,1351,1919,3199,2604,1625,228,-2277,2915,1191,3614,1743,1871,2,928,1342,1600,2327,3437,2711,1746,245,-2446,923,1291,1535,2251,3449,2697,1752,246,-2455,7550,38972,6281
297,2175,841,1311,1607,2482,3056,2661,1552,218,-2175,2919,1739,2618,2135,484,2,1008,1464,1824,2804,3498,2999,1777,249,-2490,962,1451,1743,2752,3411,2933,1733,243,-2428,7539,38984,6281
-1,2171,853,1174,1488,2206,3399,2870,1727,242,-2419,2914,1290,3273,1797,1476,0,1139,1516,1810,2549,3753,3198,1907,268,-2671,979,1350,1621,2498,3684,3039,1871,263,-2622,7539,38984,6281
-1,2109,634,867,1066,1740,2159,1766,1097,154,-1537,2862,1623,3168,2089,1079,3,763,1053,1235,2094,2566,2063,1304,183,-1826,761,1083,1301,2066,2578,2072,1310,184,-1835,7036,39060,6281
-1,2107,655,882,1103,1849,2297,1879,1167,164,-1635,2860,1819,3181,2229,952,0,815,1106,1322,2151,2723,2220,1383,194,-1938,781,1078,1338,2134,2707,2198,1375,193,-1927,7053,39057,6281
-1,2098,955,1370,1667,2219,3398,2791,1726,242,-2418,2851,1185,2565,1455,1110,2,1061,1586,1877,2748,3700,2884,1880,264,-2633,1048,1530,1855,2529,3658,2875,1858,261,-2603,7010,39337,6281
-1,2043,786,1119,1389,2115,3120,2672,1585,222,-2221,2802,1578,3193,2106,1087,2,989,1393,1672,2587,3502,2920,1779,250,-2492,914,1293,1551,2520,3446,2845,1751,246,-2453,6623,39412,6281
90,2261,532,729,945,1834,2722,2107,1383,194,-1937,3017,1643,4746,2775,1971,2,727,1001,1168,2273,3024,2302,1536,216,-2152,632,842,1071,1904,2884,2228,1465,206,-2053,8198,38494,6281
354,2040,770,1105,1355,2060,3096,2628,1573,221,-2203,2800,1438,2988,1972,1016,4,999,1427,1711,2565,3530,2987,1793,252,-2512,908,1325,1589,2524,3481,2909,1768,248,-2477,6613,39417,6281
329,2033,810,1111,1370,2064,3120,2628,1585,222,-2221,2792,1385,3045,1968,1077,2,978,1407,1676,2574,3552,2944,1804,253,-2528,936,1372,1658,2556,3527,2933,1792,251,-2510,6539,39432,6281
-1,2024,750,1041,1238,1925,2840,2231,1443,202,-2021,2783,1453,3857,2134,1724,1,858,1307,1538,2476,3191,2404,1621,228,-2271,784,1173,1371,2315,3121,2283,1585,223,-2221,6539,39432,6281
122,2278,490,703,830,1780,1977,1514,1004,141,-1407,3026,2758,4065,3350,715,8,612,925,1077,2091,2438,1890,1239,174,-1735,549,756,871,1878,1995,1471,1013,142,-1420,8397,38484,6281
-1,2263,772,1085,1468,2204,2781,2462,1413,198,-1979,3013,1402,2992,1846,1146,2,889,1298,1655,2499,3127,2754,1589,223,-2225,733,1067,1429,2222,2798,2447,1421,199,-1991,8397,38483,6281
-1,2264,741,1031,1366,2133,2754,2330,1399,196,-1960,3014,1478,3125,1979,1146,3,887,1278,1599,2460,3183,2707,1617,227,-2265,750,1043,1325,2198,2749,2369,1396,196,-1956,8375,38485,6281
-1,2091,704,1012,1399,2153,3002,2615,1525,214,-2137,2848,1317,3230,1898,1332,1,942,1304,1658,2561,3378,2902,1716,241,-2404,781,1101,1444,2347,3054,2566,1551,218,-2174,7123,39289,6281
143,2266,690,908,1148,1845,2742,2309,1393,196,-1951,3018,1758,4257,2302,1955,4,850,1177,1403,2416,3135,2506,1593,224,-2231,745,963,1160,1999,2757,2201,1401,197,-1962,8284,38493,6281
-1,2269,526,686,829,1687,2321,1767,1179,165,-1652,3024,2389,4222,3110,1112,3,685,999,1176,2218,2767,2050,1406,197,-1969,572,794,931,1786,2467,1831,1253,176,-1756,8275,38494,6281
198,2249,714,963,1255,1958,2842,2451,1444,203,-2023,3000,1518,3467,1990,1478,5,921,1264,1545,2426,3359,2738,1706,239,-2391,778,1053,1311,2015,2868,2357,1457,204,-2041,7974,38556,6281
185,2244,580,765,926,1658,2310,1779,1173,165,-1644,2996,2114,3988,2627,1361,5,726,1002,1167,2062,2838,2138,1442,202,-2020,601,818,964,1728,2382,1793,1210,170,-1695,7960,38552,6151
-1,2240,495,646,749,1441,1915,1446,973,137,-1363,2993,2565,4121,3169,953,3,648,906,1042,1933,2537,1891,1289,181,-1806,494,694,795,1568,1978,1459,1005,141,-1408,7969,38560,6151
172,2236,687,889,1096,1755,2545,2044,1293,181,-1811,2988,1500,3974,2030,1944,3,800,1115,1314,2171,2972,2291,1510,212,-2115,678,904,1091,1773,2552,1996,1296,182,-1816,7928,38568,6151
-1,2108,681,966,1319,2146,2960,2403,1504,211,-2107,2865,1279,3385,1933,1452,0,868,1221,1516,2433,3284,2699,1668,234,-2337,775,1037,1328,2159,2999,2441,1523,214,-2134,7235,39034,6151
-1,2097,652,898,1176,1876,2749,2237,1396,196,-1956,2855,1255,3773,1909,1865,2,822,1155,1387,2265,3096,2464,1573,221,-2203,739,993,1221,1985,2808,2204,1426,200,-1998,7218,39312,6281
-1,2097,683,970,1299,2051,2871,2424,1458,205,-2043,2854,1275,3411,1943,1468,1,901,1251,1559,2454,3282,2750,1667,234,-2336,781,1060,1347,2211,2945,2433,1496,210,-2096,7212,39371,6281
-1,2099,724,983,1285,2014,2899,2339,1473,207,-2063,2857,1200,4054,1972,2082,2,873,1258,1526,2422,3254,2588,1653,232,-2316,762,1060,1330,2142,2986,2348,1517,213,-2125,7212,39371,6281
-1,2100,713,977,1271,1997,2893,2329,1470,206,-2059,2858,1182,3996,1963,2033,2,846,1205,1441,2380,3231,2536,1641,230,-2300,759,1053,1326,2132,2979,2344,1513,212,-2120,7212,39371,6281
-1,2087,695,1003,1376,2130,3026,2614,1537,216,-2154,2845,1303,3463,1924,1539,0,962,1310,1660,2501,3422,2911,1738,244,-2435,759,1068,1358,2270,3013,2505,1531,215,-2144,7031,39331,6281
-1,2089,676,958,1304,2044,2885,2418,1466,206,-2053,2847,1280,3509,1915,1595,0,919,1261,1586,2405,3256,2762,1654,232,-2317,762,1057,1357,2257,2929,2415,1488,209,-2085,7072,39267,6281
-1,2090,667,926,1227,1979,2809,2292,1427,200,-1999,2847,1274,3711,1988,1723,2,882,1190,1456,2293,3176,2603,1613,226,-2260,734,1010,1255,2126,2856,2255,1451,204,-2033,7072,39267,6281
74,2128,744,1073,1401,2230,3099,2662,1574,221,-2206,2883,1691,2992,2109,883,7,1006,1395,1758,2662,3560,3070,1808,254,-2534,894,1292,1615,2576,3495,2959,1775,249,-2487,6788,39112,6281
-1,2096,671,973,1351,2135,2903,2513,1475,207,-2066,2853,1457,3485,2032,1453,2,899,1228,1563,2444,3316,2830,1685,236,-2360,758,1055,1407,2268,3010,2565,1529,215,-2142,7203,39396,6281
-1,2095,653,937,1242,2019,2843,2398,1444,203,-2023,2853,1309,3504,2013,1491,0,873,1201,1505,2433,3239,2688,1645,231,-2305,748,1013,1282,2176,2880,2335,1463,205,-2050,7207,39331,6281
-1,2153,604,831,1085,1800,2685,2141,1364,191,-1911,2901,1800,3252,2168,1085,0,871,1193,1412,2206,3153,2577,1602,225,-2244,757,1078,1325,2149,3022,2434,1535,215,-2151,7316,39031,6281
-1,2154,702,968,1240,1887,3069,2517,1559,219,-2184,2903,1487,3373,1981,1392,1,912,1226,1443,2200,3283,2684,1668,234,-2337,845,1166,1405,2109,3303,2686,1678,236,-2351,7326,39029,6281
-1,2155,741,1005,1273,2009,3202,2686,1627,228,-2279,2904,1488,3134,1870,1265,2,996,1374,1666,2414,3610,3040,1834,257,-2569,926,1267,1541,2341,3628,3032,1843,259,-2582,7340,39027,6281
-1,2166,944,1367,1693,2542,3530,2878,1793,252,-2512,2912,1244,2999,1672,1327,2,1197,1678,2010,2780,3957,3292,2010,282,-2816,1079,1523,1824,2734,3902,3134,1982,278,-2777,7372,39004,6281
-1,2165,1126,1582,1945,2819,3955,3366,2009,282,-2815,2912,1224,2811,1570,1241,0,1299,1766,2129,2906,4189,3581,2128,299,-2981,1174,1619,1902,2773,4182,3513,2124,298,-2976,7376,39004,6281
-1,2166,1011,1465,1783,2607,3698,2970,1879,264,-2632,2912,1255,2675,1609,1067,1,1204,1742,2110,2933,4017,3250,2041,286,-2859,1125,1625,1943,2779,4018,3191,2041,286,-2860,7376,38995,6281
-1,2166,956,1319,1650,2494,3671,2963,1865,262,-2613,2911,1286,3388,1877,1511,0,1157,1573,1885,2701,3903,3230,1983,278,-2778,1113,1503,1831,2563,3815,3161,1938,272,-2715,7376,38995,6281
-1,2166,948,1337,1649,2429,3499,2805,1777,249,-2490,2911,1198,3079,1712,1367,1,1098,1558,1873,2647,3722,2978,1891,265,-2649,1006,1417,1676,2494,3655,2888,1857,261,-2601,7386,38977,6281
-1,2157,951,1389,1692,2426,3601,2909,1829,257,-2563,2903,1382,2211,1598,613,0,1088,1602,1939,2741,3897,3137,1980,278,-2773,1011,1480,1809,2528,3865,3080,1963,276,-2751,7381,39029,6281
-1,2158,882,1253,1525,2215,3405,2726,1730,243,-2423,2903,1230,2293,1598,695,1,1062,1544,1824,2588,3836,3113,1949,274,-2730,1022,1464,1743,2449,3789,3056,1925,270,-2697,7378,39033,6281
-1,2158,935,1317,1607,2461,3586,2933,1822,256,-2552,2904,1344,2655,1701,954,0,1098,1588,1902,2781,3924,3222,1993,280,-2793,1058,1489,1785,2665,3916,3197,1989,279,-2787,7377,39034,6281
-1,2155,793,1114,1330,1973,3070,2528,1560,219,-2185,2905,1304,3085,1683,1402,2,968,1378,1664,2335,3395,2711,1725,242,-2416,919,1289,1530,2235,3387,2709,1721,241,-2411,7368,39017,6281
-1,2153,736,1015,1221,1919,3052,2459,1550,218,-2172,2903,1359,3396,1771,1625,2,939,1317,1573,2277,3360,2687,1707,240,-2391,870,1204,1420,2201,3335,2631,1694,238,-2374,7368,39017,6281
-1,2155,730,986,1211,1910,3240,2753,1646,231,-2306,2903,1520,3385,1930,1455,0,963,1279,1577,2344,3645,3073,1852,260,-2594,847,1168,1415,2257,3602,3012,1830,257,-2564,7360,39024,6281
-1,2154,681,915,1152,1899,3073,2508,1561,219,-2187,2902,1458,3155,2020,1136,1,907,1229,1484,2280,3335,2747,1694,238,-2374,817,1113,1362,2209,3368,2752,1711,240,-2397,7312,39031,6281
-1,2153,560,792,1057,1904,2550,1901,1295,182,-1815,2901,2175,3366,2599,767,1,820,1193,1424,2373,3136,2452,1593,224,-2232,710,1050,1311,2272,2993,2250,1520,213,-2130,7274,39036,6281
95,2104,700,982,1238,2118,2988,2416,1518,213,-2127,2860,1447,3929,2166,1763,21,904,1249,1490,2468,3359,2650,1706,239,-2391,774,1031,1240,2071,2975,2340,1511,212,-2117,7207,38994,6281
-1,2284,551,736,920,1764,2652,1942,1347,189,-1887,3045,1430,5723,2503,3220,1,617,941,1122,2140,2900,2037,1473,207,-2064,591,855,1050,1855,2763,1970,1404,197,-1966,8464,38399,6281
108,2334,473,674,801,1815,2260,1723,1148,161,-1608,3102,2927,4245,3631,614,13,668,926,1085,2169,2788,2166,1416,199,-1984,554,758,890,1864,2357,1768,1197,168,-1677,8626,38019,6281
-1,2108,709,1014,1405,2266,3030,2515,1539,216,-2156,2865,1418,3573,1992,1581,0,906,1262,1567,2531,3364,2805,1709,240,-2394,789,1077,1398,2254,3057,2522,1553,218,-2176,7233,39038,6281
-1,2342,397,516,560,1226,1403,1043,713,100,-999,3103,2943,4099,3519,580,0,577,754,827,1571,2051,1558,1042,146,-1460,420,539,575,1243,1464,1088,744,104,-1042,8997,38058,6151
-1,2342,551,751,982,1850,2277,1873,1157,162,-1621,3098,2255,3716,2851,865,2,661,843,1011,1822,2689,2332,1366,192,-1914,524,740,890,1770,2365,1910,1201,169,-1683,9246,37903,6151
164,2183,831,1272,1515,2297,3448,2699,1752,246,-2454,2930,1098,2594,1575,1019,17,1058,1542,1826,2521,3663,2888,1861,261,-2607,961,1429,1652,2410,3619,2815,1838,258,-2576,7381,39016,6281
149,2242,741,1033,1367,1991,2708,2435,1376,193,-1927,2992,1391,3109,1834,1275,2,912,1314,1683,2470,3171,2794,1611,226,-2257,734,1035,1335,2056,2775,2440,1410,198,-1975,8170,38507,6281
-1,2236,743,1042,1424,2036,2759,2500,1402,197,-1964,2985,1319,2972,1772,1200,0,910,1297,1716,2530,3211,2855,1631,229,-2285,738,1052,1392,2112,2740,2443,1392,195,-1950,8111,38518,6281
-1,2217,697,1022,1407,2083,2633,2311,1338,188,-1874,2966,1476,3048,1892,1156,2,860,1258,1658,2490,3050,2673,1549,217,-2171,710,1028,1336,2149,2654,2302,1348,189,-1889,7976,38531,6281
-1,2214,597,836,1059,1817,2247,1826,1141,160,-1599,2963,2063,3546,2602,944,3,735,1098,1330,2298,2698,2202,1371,192,-1920,601,889,1059,1952,2295,1848,1166,164,-1633,7991,38520,6281
-1,2213,764,1033,1311,2036,2712,2427,1378,193,-1930,2962,1852,3872,2241,1631,1,849,1249,1554,2561,3080,2563,1565,220,-2192,871,1260,1650,2485,3131,2637,1591,223,-2228,7976,38531,6281
-1,2206,809,1120,1462,2135,2710,2440,1377,193,-1929,2955,1413,3364,1861,1503,3,975,1381,1734,2528,3228,2818,1640,230,-2297,913,1322,1672,2482,3139,2726,1595,224,-2234,7916,38537,6281
-1,2199,757,1101,1514,2258,2933,2593,1490,209,-2087,2947,1487,2880,1866,1014,2,992,1395,1805,2626,3368,2924,1711,240,-2397,887,1280,1678,2567,3210,2754,1631,229,-2285,7835,38919,6281
-1,2197,804,1120,1494,2245,2927,2585,1487,209,-2083,2945,1464,3131,1919,1212,2,993,1398,1792,2646,3389,2914,1722,242,-2412,917,1309,1673,2548,3230,2745,1641,230,-2299,7835,38918,6281
-1,2197,782,1118,1508,2250,2849,2533,1447,203,-2028,2945,1368,3091,1839,1252,2,952,1382,1800,2615,3246,2829,1649,231,-2310,894,1299,1689,2537,3116,2695,1583,222,-2218,7835,38918,6281
103,2335,490,687,850,1735,2032,1553,1032,145,-1446,3089,2253,3702,2888,814,8,687,1009,1213,2135,2704,2115,1374,193,-1924,555,762,890,1733,2180,1673,1107,155,-1552,9034,38043,6151
