Asp,Elev,FalB1,FalB2,FalB3,FalB4,FalB5,FalB6,FalTCb,FalTCg,FalTCw,LAE,NDVIMin,NDVIMax,NDVIMedian,NDVIDiff,Slpp,SprB1,SprB2,SprB3,SprB4,SprB5,SprB6,SprTCb,SprTCg,SprTCw,SumB1,SumB2,SumB3,SumB4,SumB5,SumB6,SumTcb,SumTcg,SumTCw,ppti,tavei,dep
342,2141,644,855,1028,1704,2212,1852,1124,158,-1574,2844,1037,3434,1620,1814,1,1003,1359,1675,2171,2908,2422,1477,207,-2070,939,1218,1501,2000,2796,2380,1420,199,-1990,9178,38836,6281
-1,2090,771,1067,1345,2245,2588,2147,1315,185,-1842,2793,1327,3289,1656,1633,2,1056,1477,1922,2513,3262,2707,1657,233,-2322,1054,1430,1830,2510,3131,2653,1591,223,-2228,8925,39181,6281
-1,2037,743,1039,1322,2295,2588,2141,1315,185,-1842,2744,1347,3587,1791,1796,2,1115,1491,1920,2748,3484,2886,1770,248,-2480,1003,1347,1759,2482,3159,2697,1605,225,-2248,8601,39258,6281
-1,2017,601,875,1233,1773,2275,1982,1156,162,-1619,2725,1374,2877,1653,1224,2,912,1242,1665,2338,2803,2540,1424,200,-1995,745,1053,1431,2017,2399,2203,1219,171,-1707,8596,39274,6281
55,1803,709,936,1155,1592,2285,1953,1161,163,-1626,2533,1133,2604,1548,1056,10,827,1125,1394,1979,2656,2196,1349,189,-1890,846,1126,1388,1869,2565,2175,1303,183,-1826,7002,40218,6281
-1,1850,884,1446,2190,3125,3784,3290,1922,270,-2693,2711,1398,2420,1710,710,2,849,1390,2079,3138,3766,3266,1913,269,-2680,939,1532,2326,3316,3963,3409,2013,283,-2820,5739,40020,6281
25,1846,671,1058,1391,2263,2133,1630,1084,152,-1518,2648,949,2578,1432,1146,7,872,1279,1735,2327,2498,2123,1269,178,-1778,883,1332,1818,2388,2589,2168,1315,185,-1843,8599,39698,6281
329,1843,646,1014,1202,2108,2162,1617,1098,154,-1539,2647,835,3258,1335,1923,7,856,1279,1625,2103,2480,2016,1260,177,-1765,877,1299,1677,2103,2474,2040,1257,176,-1761,8503,39710,6281
61,1686,657,905,1099,1628,1713,1358,870,122,-1219,2489,810,2627,1389,1238,4,794,1103,1387,1792,1939,1590,985,138,-1380,796,1118,1416,1783,1966,1628,999,140,-1399,7059,40805,6281
-1,1689,650,983,1264,1740,1824,1426,927,130,-1298,2493,739,3009,1303,1707,1,741,1063,1282,1703,1819,1444,924,130,-1295,764,1084,1324,1713,1865,1472,947,133,-1327,7025,40807,6281
98,1677,661,960,1274,1848,1951,1311,991,139,-1389,2480,822,3287,1450,1838,3,816,1112,1351,1803,1981,1580,1006,141,-1410,826,1125,1391,1819,1991,1606,1011,142,-1417,6905,40826,6281
-1,1690,587,836,972,1683,1694,1313,861,121,-1206,2469,1001,3031,1649,1382,1,870,1173,1414,2027,2356,1898,1197,168,-1677,781,1035,1264,1786,2140,1730,1087,153,-1523,7241,40748,6281
-1,1445,644,1007,1534,2234,2206,1949,1121,157,-1570,2227,1320,2271,1593,678,0,783,1234,1901,2586,2615,2321,1328,186,-1861,687,1060,1663,2298,2367,2114,1202,169,-1685,4697,41940,6281
-1,1453,1193,1921,2905,3643,4360,3842,2215,311,-3103,2235,1010,1755,1141,614,0,1280,2034,3098,3805,4534,3982,2303,323,-3227,1192,1894,2917,3696,4548,3954,2310,324,-3237,4486,41916,6281
238,1630,1036,1528,2145,2731,3493,3186,1774,249,-2486,2415,1116,1816,1372,445,5,1166,1714,2411,3183,3885,3536,1974,277,-2765,1122,1651,2339,3104,3849,3396,1955,274,-2739,5406,40933,6281
333,1625,787,1233,1863,2362,3078,2847,1564,219,-2191,2411,1168,1820,1383,437,7,962,1504,2318,3022,3764,3432,1912,268,-2679,925,1464,2262,2977,3676,3250,1867,262,-2616,5313,40930,6281
-1,1648,1243,1684,2327,2930,3588,3153,1823,256,-2554,2421,1061,1601,1238,363,3,1399,1915,2660,3407,4066,3545,2066,290,-2894,1275,1786,2514,3252,3882,3285,1972,277,-2763,5846,40860,6281
-1,1845,773,1160,1605,2530,2849,2396,1447,203,-2028,2599,1310,2646,1689,957,2,1072,1595,2183,3047,3526,3129,1791,251,-2509,909,1369,1867,2707,3149,2763,1600,225,-2241,9808,39752,6281
90,1669,859,1277,1749,2506,3499,3052,1777,249,-2490,2551,1322,2523,1756,768,3,1000,1523,2071,2878,4090,3490,2078,292,-2911,1080,1683,2215,3031,4330,3711,2200,309,-3082,7390,40754,6281
-1,1660,1125,1864,2826,3541,4236,3621,2152,302,-3015,2519,1018,1670,1280,390,2,945,1611,2513,3315,4054,3408,2059,289,-2885,1005,1741,2744,3554,4315,3701,2192,308,-3071,5642,40803,6281
248,1387,1323,1815,2713,3463,4014,3435,2039,286,-2857,2225,1028,1414,1170,244,8,1337,1866,2813,3472,4126,3617,2096,294,-2936,1375,1886,2863,3521,4135,3668,2101,295,-2943,4654,42481,6281
-1,1797,952,1543,2309,3248,4006,3460,2035,286,-2851,2650,1282,2092,1574,518,2,956,1550,2395,3278,4129,3574,2098,294,-2939,947,1532,2375,3232,4097,3588,2081,292,-2916,7511,40267,6281
-1,1789,886,1420,2162,3006,3725,3209,1892,266,-2651,2640,1221,1837,1465,372,0,960,1515,2328,3146,4002,3533,2033,285,-2848,922,1500,2342,3119,4037,3587,2051,288,-2873,7470,40313,6281
135,1692,930,1480,2244,3132,3975,3406,2019,283,-2829,2539,1219,1947,1461,486,4,1048,1637,2522,3409,4388,3786,2229,313,-3123,1008,1622,2542,3380,4408,3815,2239,314,-3137,7235,40819,6281
149,1338,1367,1916,2575,3128,3323,3098,1688,237,-2365,2144,862,1166,950,216,2,1468,2069,2769,3321,3533,3291,1795,252,-2514,1435,2025,2707,3256,3457,3136,1756,246,-2460,4611,42550,6281
-1,1355,1091,1586,2214,2666,2881,2596,1464,205,-2050,2155,833,1400,990,410,2,1234,1773,2482,3005,3182,2922,1616,227,-2265,1164,1686,2374,2885,3096,2740,1573,221,-2203,4536,42504,6281
151,1483,1090,1525,1985,2360,2983,2666,1515,213,-2123,2280,839,1208,989,219,4,1234,1734,2240,2692,3341,2988,1697,238,-2378,1213,1678,2256,2804,3194,2848,1623,228,-2273,4815,41927,6281
-1,1449,861,1183,1580,1917,2094,1948,1064,149,-1490,2248,661,1509,866,644,2,976,1407,1840,2199,2496,2292,1268,178,-1776,937,1354,1780,2124,2495,2191,1267,178,-1776,4779,41940,6281
-1,1410,954,1382,1924,2495,3002,2780,1525,214,-2137,2204,950,1675,1220,455,3,1238,1778,2459,3149,3590,3311,1824,256,-2555,1177,1687,2359,3006,3457,3085,1756,246,-2460,4728,42001,6281
-1,1430,885,1359,2186,2807,2913,2774,1480,208,-2073,2218,1123,1816,1268,548,1,971,1470,2337,3053,3135,2944,1593,224,-2231,900,1393,2234,2876,2959,2762,1503,211,-2106,4611,42010,6281
-1,2229,712,929,1104,1861,2358,1956,1198,168,-1678,2930,1230,3878,1550,2328,7,1105,1544,1876,2504,3173,2567,1612,226,-2258,954,1276,1572,2130,2938,2444,1493,209,-2091,9968,38311,6281
306,2021,960,1498,1828,2625,3671,3113,1865,262,-2613,2741,1215,2602,1556,1046,4,1093,1619,1945,2768,3793,3197,1927,270,-2699,1102,1629,1999,2736,3875,3298,1969,276,-2758,7533,39231,6281
90,1978,1205,1840,2313,2989,3661,3379,1860,261,-2606,2695,1022,1918,1210,708,3,1218,1837,2323,2970,3635,3383,1847,259,-2587,1334,2006,2554,3241,3957,3646,2010,282,-2816,7568,39510,6281
6,1915,678,935,1303,1779,2143,2028,1089,153,-1525,2642,1311,2985,1567,1418,4,815,1195,1662,2468,2544,2321,1292,181,-1811,835,1288,1808,2549,2724,2383,1384,194,-1939,7081,39637,6281
-1,1860,1153,1604,2311,3029,2924,2844,1485,208,-2081,2586,1234,1875,1388,487,3,1115,1585,2245,3124,2879,2724,1463,205,-2049,1146,1581,2321,3055,2855,2721,1450,204,-2032,6512,40039,6281
-1,1984,906,1331,1755,2507,3123,2763,1586,223,-2223,2707,1334,2806,1627,1180,0,1098,1477,1958,2659,3456,3122,1756,246,-2460,1152,1558,2078,2843,3462,3008,1759,247,-2464,7027,39649,6281
-1,1988,957,1348,1803,2624,2987,2600,1517,213,-2126,2711,1201,2114,1503,611,0,1156,1628,2127,2910,3368,2878,1711,240,-2397,1146,1606,2122,2836,3325,2918,1689,237,-2366,7136,39634,6281
220,2007,994,1483,1889,2659,2873,2597,1459,205,-2045,2729,1146,2290,1432,858,7,1160,1662,2143,3021,3187,2804,1619,227,-2268,1171,1617,2078,2872,3272,2909,1662,233,-2329,7742,39405,6281
8,1952,951,1336,1714,2676,3642,3141,1850,260,-2592,2714,1397,2558,1786,772,3,1185,1621,2106,3119,4252,3570,2160,303,-3026,1053,1469,1897,2912,3919,3365,1991,279,-2789,7822,39513,6281
267,1907,682,1037,1426,2191,2714,2328,1379,194,-1932,2700,1396,2432,1787,645,7,853,1258,1766,2480,3199,2837,1625,228,-2277,809,1198,1693,2377,3122,2722,1586,223,-2222,6553,39571,6281
-1,1895,708,1110,1539,2245,2821,2409,1433,201,-2008,2686,1187,2477,1745,732,2,856,1321,1840,2560,3172,2772,1611,226,-2258,832,1263,1787,2490,3139,2684,1595,224,-2234,6519,39898,6281
-1,1870,702,1060,1451,2173,2769,2371,1407,197,-1971,2661,1312,2868,1834,1035,2,822,1240,1710,2497,3135,2709,1593,224,-2231,804,1193,1679,2388,3088,2686,1569,220,-2198,6343,39939,6281
-1,1850,824,1232,1746,2442,3097,2755,1573,221,-2204,2639,1296,2438,1724,714,1,889,1345,1877,2675,3304,2906,1678,236,-2351,876,1317,1870,2597,3307,2884,1680,236,-2354,6393,39929,6281
-1,1787,1013,1506,2150,2752,3249,2983,1650,232,-2312,2582,1199,2038,1540,498,1,1013,1524,2155,2891,3355,2986,1704,239,-2388,954,1448,2094,2788,3294,2911,1673,235,-2344,5657,40375,6281
0,1982,761,1125,1557,2425,3116,2808,1583,222,-2218,2777,1873,2548,2181,367,7,868,1261,1780,2819,3533,3133,1795,252,-2514,806,1241,1797,2735,3446,2997,1751,246,-2453,6547,39520,6281
-1,1846,1114,1568,1999,2641,3399,3045,1727,242,-2419,2649,1041,1952,1291,661,2,1396,1991,2534,3354,4031,3521,2048,287,-2869,1333,1886,2404,3156,3866,3293,1964,276,-2751,5957,39919,6281
-1,1843,1089,1564,2003,2608,3358,3035,1706,239,-2390,2644,1026,1593,1191,402,1,1354,1930,2494,3181,3950,3528,2007,282,-2811,1311,1868,2413,3095,3886,3368,1974,277,-2766,5972,39899,6281
34,1819,807,1238,1603,2530,2734,2288,1389,195,-1946,2620,1101,2206,1533,674,3,1000,1495,2049,2880,3282,2795,1667,234,-2336,933,1401,1940,2671,3108,2587,1579,222,-2212,5790,40064,6281
-1,1888,822,1273,1969,2824,3275,3020,1664,234,-2331,2720,1569,2352,1775,577,2,882,1384,2116,3005,3429,3111,1742,244,-2440,871,1367,2081,2994,3469,3064,1762,247,-2469,5975,39999,6281
279,1789,756,1251,2194,3210,3209,3085,1630,229,-2284,2620,1647,2077,1787,290,5,802,1273,2200,3155,3180,3027,1615,227,-2263,770,1230,2157,3180,3249,2965,1650,232,-2312,5255,40382,6281
63,1932,899,1271,1682,2425,3330,2959,1692,237,-2370,2760,1508,2495,1795,700,4,1051,1508,2055,2871,3858,3367,1960,275,-2746,978,1457,2019,2875,3905,3287,1984,278,-2779,5906,39805,6281
180,1991,967,1368,1666,2346,3455,2982,1755,246,-2459,2832,1094,2922,1534,1388,3,1015,1493,1830,2657,3641,3043,1850,260,-2591,1038,1613,1995,2938,3952,3300,2008,282,-2813,5806,39820,6281
-1,1627,873,1416,2180,2864,3616,3375,1837,258,-2574,2422,1217,1912,1473,439,1,1028,1664,2572,3436,4246,3900,2157,303,-3022,988,1603,2484,3330,4109,3698,2087,293,-2924,5004,40979,6281
-1,1485,557,899,1371,1852,2002,1826,1017,143,-1425,2259,1198,2000,1449,551,2,693,1136,1752,2338,2401,2166,1220,171,-1709,609,987,1542,2124,2194,1944,1115,156,-1561,5133,41854,6281
-1,1617,876,1183,1558,1963,2754,2530,1399,196,-1960,2386,983,1986,1337,649,0,1056,1481,1995,2621,3198,2828,1625,228,-2276,1026,1453,1971,2589,3215,2714,1633,229,-2288,5436,40900,6281
225,1470,1270,1812,2495,3181,3829,3501,1945,273,-2725,2247,1071,1680,1282,398,3,1381,1949,2702,3506,4151,3790,2109,296,-2954,1392,1962,2722,3525,4151,3716,2109,296,-2954,4783,41765,6281
-1,1489,1524,2065,2786,3445,3701,3432,1880,264,-2634,2264,1021,1359,1160,199,1,1578,2142,2898,3616,3845,3605,1953,274,-2736,1493,2017,2763,3436,3597,3288,1827,256,-2560,4693,41770,6281
-1,2184,555,752,910,1727,2245,1754,1140,160,-1598,2882,1431,4311,2114,2197,1,908,1239,1480,2347,3035,2402,1542,216,-2160,864,1105,1361,1926,2874,2355,1460,205,-2045,10100,38715,6281
0,2218,610,844,1138,1916,2130,1608,1082,152,-1516,2927,1308,4285,1794,2491,3,826,1144,1463,2146,2658,2210,1350,190,-1892,836,1127,1436,1976,2606,2173,1324,186,-1855,11401,38424,6151
261,2223,553,807,978,2082,2097,1568,1065,150,-1492,2931,1383,4198,1832,2366,10,875,1267,1619,2259,2741,2287,1392,195,-1951,859,1169,1487,2154,2688,2214,1366,192,-1913,11281,38380,6281
48,2204,588,886,1051,2249,2130,1539,1082,152,-1516,2909,1272,3801,1783,2019,13,863,1291,1643,2305,2845,2303,1445,203,-2025,918,1283,1649,2255,2800,2255,1422,200,-1993,11051,38378,6281
-1,2184,595,847,1039,2109,2422,1770,1230,173,-1724,2889,992,4086,1502,2585,2,972,1292,1670,2255,3114,2451,1582,222,-2216,991,1288,1620,2217,3117,2503,1583,222,-2218,10514,38762,6281
-1,2099,638,891,1148,2053,2401,1883,1220,171,-1709,2803,1470,4039,1804,2235,2,1068,1431,1842,2542,3344,2706,1699,238,-2380,919,1226,1570,2315,2928,2393,1487,209,-2084,9799,39167,6281
-1,2080,754,1049,1306,2155,2460,2003,1250,175,-1751,2785,1161,3064,1528,1537,2,1012,1468,1835,2432,3181,2647,1616,227,-2264,1030,1407,1779,2433,3017,2515,1533,215,-2147,9005,39195,6281
-1,2122,704,981,1210,2327,2478,1993,1259,177,-1764,2825,1586,3802,1837,1966,2,1091,1494,1931,2606,3384,2783,1719,241,-2408,1063,1409,1797,2539,3255,2845,1654,232,-2317,9116,38835,6281
74,1853,659,957,1139,1808,2012,1577,1022,143,-1432,2569,970,2231,1310,921,17,1020,1416,1738,2195,2411,2027,1225,172,-1716,761,1146,1492,1920,2189,1823,1112,156,-1558,7757,40104,6281
310,1750,757,1110,1620,2303,2242,1920,1139,160,-1596,2482,1260,2215,1451,764,7,775,1158,1645,2374,2308,1997,1172,165,-1643,830,1223,1777,2442,2448,2114,1244,175,-1742,6800,40573,6281
261,1727,717,1064,1587,2289,2387,2151,1213,170,-1699,2459,1284,2052,1494,558,5,847,1222,1767,2534,2631,2341,1337,188,-1872,849,1230,1824,2490,2717,2441,1380,194,-1934,6777,40587,6281
65,1852,620,911,1051,1849,2213,1652,1124,158,-1575,2653,1024,3214,1619,1595,9,800,1178,1447,1984,2543,2047,1292,181,-1810,748,1101,1386,1938,2466,2008,1253,176,-1755,8607,39736,6281
13,1842,522,804,985,1771,1758,1315,893,125,-1251,2646,1117,3160,1653,1507,8,719,1062,1393,1971,2251,1808,1144,160,-1602,736,1099,1457,1999,2232,1843,1134,159,-1589,8482,39725,6281
323,1780,858,1397,2243,3033,3860,3499,1961,275,-2747,2652,1359,2027,1591,437,4,887,1457,2342,3340,4244,3680,2156,303,-3020,1013,1649,2590,3568,4553,3919,2313,325,-3240,5410,40335,6281
-1,2002,797,1138,1748,2444,2817,2515,1431,201,-2005,2817,1477,2043,1678,365,1,907,1275,2031,2859,3133,2732,1592,223,-2230,881,1251,1989,2850,3246,2739,1649,231,-2310,6433,39309,6281
27,1968,855,1354,2026,2896,3535,3125,1796,252,-2516,2785,1429,2331,1809,522,4,914,1472,2291,3287,4204,3853,2136,300,-2992,873,1424,2284,3289,4233,3612,2150,302,-3013,5933,39757,6281
-1,1682,883,1273,1812,2382,3245,2846,1648,231,-2309,2461,1235,3144,1570,1575,1,1126,1686,2420,3361,4051,3223,2058,289,-2883,1050,1562,2266,3112,3913,3127,1988,279,-2785,5863,40812,6281
342,1596,1053,1458,2065,2677,2954,2611,1501,211,-2102,2362,1143,1608,1279,329,4,1268,1797,2492,3168,3468,3158,1762,247,-2468,1168,1700,2382,3080,3180,2834,1615,227,-2263,5339,41274,6281
144,1648,964,1561,2325,3247,4018,3674,2041,286,-2860,2495,1091,2025,1484,541,4,1056,1627,2478,3347,4182,3686,2124,298,-2976,1036,1636,2445,3285,4151,3733,2109,296,-2954,6855,40867,6281
-1,1336,1096,1600,2295,2705,2924,2565,1485,208,-2081,2139,788,1182,892,290,2,1260,1836,2642,3170,3325,2950,1689,237,-2366,1215,1775,2572,3079,3237,2767,1644,231,-2304,4617,42536,6281
-1,2219,718,1000,1204,2171,2678,2176,1360,191,-1906,2924,1326,4104,1857,2247,1,1098,1473,1794,2522,3454,2949,1755,246,-2458,1081,1409,1749,2594,3343,2826,1698,238,-2379,9185,38478,6281
270,2206,748,1072,1331,2389,2624,2301,1333,187,-1868,2910,1432,3481,1730,1751,2,1046,1417,1842,2694,3261,2954,1657,233,-2321,1034,1402,1834,2633,3270,2958,1661,233,-2327,9781,38328,6281
117,2200,771,1075,1368,1896,2144,2029,1089,153,-1526,2905,1091,2873,1378,1495,6,953,1300,1664,2185,2544,2236,1292,181,-1811,924,1269,1652,2093,2460,2300,1250,175,-1751,9202,38712,6281
333,2178,611,873,1054,1429,1723,1538,875,123,-1226,2885,894,2928,1317,1611,2,885,1263,1578,2054,2394,2006,1216,171,-1704,776,1114,1395,1818,2054,1778,1043,146,-1462,9085,38728,6281
-1,1978,1092,1635,1959,2711,3425,2983,1740,244,-2438,2700,1106,2140,1428,712,2,1275,1902,2268,3177,3879,3365,1971,277,-2761,1146,1710,2068,2786,3408,3016,1731,243,-2425,7440,39562,6281
-1,1919,911,1364,1667,2449,3061,2654,1555,218,-2179,2644,1104,2523,1627,896,2,1100,1674,2049,3030,3494,2934,1775,249,-2487,1116,1716,2167,2949,3466,2948,1761,247,-2467,7109,39635,6281
155,1907,888,1345,1924,2707,2902,2763,1474,207,-2065,2632,1314,2744,1633,1111,7,1038,1582,2136,3169,3322,2916,1688,237,-2364,1054,1562,2148,2979,3168,2876,1609,226,-2255,6830,39680,6281
331,2024,1189,1647,2132,2995,3243,2830,1647,231,-2308,2747,977,2004,1253,751,4,1323,1892,2379,3218,3485,3044,1770,248,-2480,1364,1826,2405,3253,3446,2968,1751,246,-2453,7694,39355,6281
-1,1811,1268,1833,2577,3357,3464,3177,1760,247,-2465,2535,1109,1862,1347,515,2,1276,1802,2505,3276,3537,3179,1797,252,-2517,1270,1810,2591,3359,3587,3231,1822,256,-2553,6525,40173,6281
288,1953,759,1127,1521,2361,2789,2481,1417,199,-1985,2750,1239,2797,1800,997,7,938,1363,1863,2591,3252,2857,1652,232,-2314,895,1324,1820,2481,3182,2739,1616,227,-2265,6703,39529,6281
315,1872,927,1350,1843,2422,2787,2507,1416,199,-1984,2667,1100,2237,1422,815,2,1006,1461,2019,2699,3079,2731,1564,220,-2191,957,1431,1967,2586,2882,2525,1464,205,-2051,6285,39915,6281
-1,1861,1097,1494,1941,2581,3371,2981,1712,240,-2399,2665,1054,1945,1321,625,4,1261,1759,2240,3001,3745,3223,1902,267,-2665,1258,1773,2267,2983,3740,3167,1900,267,-2662,6000,39911,6281
-1,1986,789,1310,2071,3020,3434,3163,1744,245,-2444,2816,1618,2295,1844,451,3,850,1331,2075,3035,3475,3198,1765,248,-2473,800,1279,2027,3015,3510,3132,1783,250,-2498,6462,39632,6281
82,2133,685,946,1156,2130,2350,1886,1194,168,-1672,2836,1236,3281,1666,1615,3,1025,1428,1823,2515,3145,2609,1598,224,-2238,974,1317,1676,2346,2943,2471,1495,210,-2095,9110,38835,6281
-1,1988,647,910,1186,2031,2218,1737,1127,158,-1579,2696,1095,3305,1512,1794,2,897,1270,1651,2210,2793,2346,1419,199,-1988,914,1237,1639,2197,2787,2297,1416,199,-1984,8684,39633,6281
69,2220,531,867,988,2165,1898,1342,964,135,-1351,2925,1141,3837,1756,2081,7,857,1286,1555,2219,2387,1965,1213,170,-1699,743,1104,1412,2023,2265,1819,1151,161,-1612,11137,38373,6281
-1,2119,710,1010,1309,2234,2640,2130,1341,188,-1879,2805,1234,3764,1699,2065,4,871,1260,1633,2297,3098,2662,1574,221,-2205,1000,1325,1689,2342,3111,2664,1580,222,-2214,9621,38922,6281
180,1721,1068,1557,1958,2992,3791,3287,1926,270,-2698,2602,1341,2498,1695,804,2,1276,1803,2310,3224,4321,3906,2195,308,-3075,1174,1662,2155,2974,4101,3642,2083,292,-2919,6238,40011,6281
108,2181,743,1031,1346,1902,2655,2407,1349,189,-1890,2889,1337,2837,1650,1187,5,930,1233,1567,2202,2987,2597,1517,213,-2126,932,1251,1616,2216,2976,2639,1512,212,-2118,8875,38724,6281
79,2181,656,906,1160,1555,1865,1737,947,133,-1327,2887,1037,2923,1567,1356,8,864,1184,1488,2052,2541,2145,1291,181,-1808,792,1095,1401,1945,2277,2028,1157,162,-1621,9065,38730,6281
-1,2012,1144,1826,2299,3089,4108,3356,2087,293,-2924,2789,1120,1921,1323,598,0,1127,1831,2323,3016,4078,3327,2072,291,-2902,1130,1831,2350,3090,4158,3394,2112,296,-2959,6324,39281,6281
-1,2097,1004,1527,2108,3131,3715,3337,1887,265,-2644,2880,1377,2455,1581,874,2,1139,1727,2373,3264,4076,3739,2071,291,-2901,994,1470,2084,2882,3681,3365,1870,262,-2620,6821,39189,6281
-1,2071,634,919,1204,1718,2291,2026,1164,163,-1631,2857,1477,3395,1869,1526,2,767,1162,1529,2208,2659,2245,1351,190,-1892,685,1039,1362,1983,2459,2042,1249,175,-1750,6848,39133,6281
329,2105,1262,1938,2425,3083,4291,3656,2180,306,-3054,2918,971,2138,1179,959,2,1324,2097,2618,3396,4643,3877,2359,331,-3304,1268,1978,2473,3218,4403,3717,2237,314,-3134,6734,38648,6281
256,2123,898,1240,1583,2373,3038,2705,1543,217,-2162,2814,1276,2785,1706,1079,3,1047,1405,1742,2437,3246,2791,1649,231,-2310,1006,1383,1753,2439,3202,2746,1627,228,-2279,7589,39502,6281
188,1917,1256,1973,2473,3184,4510,3988,2291,322,-3210,2735,1038,1847,1215,632,3,1213,1989,2464,3324,4445,3840,2258,317,-3164,1172,1870,2355,3028,4139,3620,2103,295,-2946,5290,39492,6281
-1,1818,1019,1708,2136,3094,3973,3081,2018,283,-2828,2649,997,2148,1387,761,0,1215,2113,2545,3535,4312,3554,2190,307,-3069,1362,2185,2719,3494,4652,3794,2363,332,-3311,4477,39837,6281
329,1841,849,1413,1749,2663,3398,2753,1726,242,-2418,2673,1057,2095,1336,759,2,1271,2035,2515,3182,4566,3901,2320,326,-3250,860,1483,1804,2826,3471,2723,1763,247,-2470,4782,39799,6281
-1,2088,1005,1509,1897,2688,3990,3504,2027,284,-2840,2873,1256,2635,1549,1086,1,1168,1765,2225,3104,4446,3862,2259,317,-3164,1067,1591,2044,2790,4173,3612,2120,298,-2970,6552,39250,6281
172,1924,1349,2030,2441,3017,4391,3982,2231,313,-3125,2758,893,1851,1082,769,3,1379,2087,2520,3133,4480,3995,2276,319,-3188,1264,1918,2340,2917,4242,3732,2155,302,-3019,5277,39391,6281
-1,1742,1009,1548,1992,2751,3917,3441,1990,279,-2788,2616,1210,2156,1522,634,2,1025,1551,1990,2705,3916,3449,1989,279,-2787,1006,1541,1951,2847,3945,3424,2004,281,-2808,5403,40117,6281
96,1680,1294,1969,2531,3266,4253,3751,2161,303,-3027,2539,934,1912,1202,710,4,1295,2005,2521,3457,4262,3772,2165,304,-3033,1356,2034,2602,3361,4359,3716,2214,311,-3102,4879,40475,6281
-1,1732,1130,1629,2067,2626,4062,3624,2063,290,-2891,2578,936,2356,1249,1107,2,1107,1694,2088,3063,4134,3466,2100,295,-2942,1296,1939,2471,3177,4481,3834,2276,319,-3189,4479,40140,6281
-1,1804,1192,1832,2240,3042,4158,3655,2112,296,-2959,2651,941,1659,1193,466,2,1315,1999,2484,3215,4402,3828,2236,314,-3133,1272,1923,2398,3032,4207,3720,2137,300,-2994,4989,39780,6281
180,1978,1185,1783,2179,2869,4357,3928,2213,311,-3101,2790,1067,1870,1296,575,3,1255,1910,2328,3071,4517,3938,2295,322,-3215,1231,1870,2327,3004,4513,3961,2293,322,-3212,6129,39515,6281
190,1950,684,1099,1412,1976,2203,1858,1119,157,-1568,2752,1008,1971,1363,608,17,703,1130,1437,2005,2254,1895,1145,161,-1604,719,1163,1515,1974,2305,1940,1171,164,-1640,6171,39612,6281
-1,2009,1040,1536,1908,2562,3795,3363,1928,271,-2701,2824,1106,2086,1374,713,3,1114,1690,2084,2869,4028,3524,2046,287,-2867,1115,1615,2002,2716,3974,3414,2019,283,-2828,5852,39059,6281
-1,1887,1373,2266,2849,3590,4704,4109,2390,335,-3348,2716,967,1475,1121,354,2,1149,1916,2423,3144,4120,3581,2093,294,-2932,1393,2295,2897,3691,4811,4097,2444,343,-3424,5009,39766,6281
-1,1872,1106,1715,2105,2975,4004,3483,2034,285,-2850,2720,1059,1876,1315,561,2,1191,1838,2283,3166,4156,3629,2111,296,-2958,1157,1770,2241,2911,3919,3398,1991,279,-2789,5171,39734,6281
-1,1783,1281,1956,2363,2923,4230,3823,2149,302,-3010,2638,899,1851,1135,716,2,1277,2010,2369,3284,4204,3689,2136,300,-2992,1292,1980,2401,3022,4383,3858,2227,313,-3119,4858,40056,6281
-1,1921,1171,1756,2254,3003,4124,3720,2095,294,-2935,2780,1085,1798,1329,470,2,1161,1727,2212,2866,4000,3672,2032,285,-2847,1074,1596,2049,2643,3669,3283,1864,262,-2611,5831,39405,6281
284,1766,1046,1507,1856,2473,3708,3419,1884,264,-2639,2633,1287,2256,1655,601,3,1066,1535,1969,2712,3814,3415,1938,272,-2714,1065,1529,1920,2648,3908,3489,1985,279,-2781,5314,40096,6281
225,2131,884,1235,1520,2144,3215,2884,1633,229,-2288,2934,1215,2704,1595,1109,1,938,1394,1715,2316,3412,3056,1733,243,-2428,860,1283,1624,2228,3323,2894,1688,237,-2365,6501,38648,6281
-1,1721,1111,1581,2018,2692,3515,3333,1786,251,-2502,2600,1299,2170,1597,573,1,1133,1598,2052,2872,3686,3423,1872,263,-2623,1192,1673,2183,2912,3918,3510,1990,279,-2788,5659,40112,6281
-1,2029,1063,1667,2050,2750,4226,3834,2147,301,-3008,2859,1187,2275,1440,835,2,1086,1722,2143,2992,4408,3773,2239,314,-3137,1120,1764,2197,2972,4472,3891,2272,319,-3183,5915,39004,6281
-1,2056,1425,2211,2712,3318,4588,4135,2331,327,-3265,2867,931,1480,1091,389,1,1396,2201,2719,3387,4577,4008,2325,326,-3257,1403,2198,2735,3350,4602,4029,2338,328,-3275,6170,39039,6281
-1,1721,1022,1495,2002,2682,3612,3267,1835,258,-2571,2484,1262,2327,1463,864,0,1113,1661,2221,3077,3925,3419,1994,280,-2793,1154,1728,2347,3117,4074,3499,2070,290,-2899,5693,40773,6161
-1,1862,659,985,1329,2011,2405,2071,1222,171,-1712,2610,1129,2260,1456,805,2,868,1230,1653,2238,2721,2412,1382,194,-1937,814,1196,1640,2193,2743,2410,1393,196,-1952,6091,40320,6281
