Asp,Elev,FalB1,FalB2,FalB3,FalB4,FalB5,FalB6,FalTCb,FalTCg,FalTCw,LAE,NDVIMin,NDVIMax,NDVIMedian,NDVIDiff,Slpp,SprB1,SprB2,SprB3,SprB4,SprB5,SprB6,SprTCb,SprTCg,SprTCw,SumB1,SumB2,SumB3,SumB4,SumB5,SumB6,SumTcb,SumTcg,SumTCw,ppti,tavei,dep
339,2176,492,662,865,1655,2353,1633,1195,168,-1675,3404,2487,5579,3412,2167,10,477,726,770,2139,2216,1519,1126,158,-1577,411,613,796,2000,2496,1705,1268,178,-1776,8068,35036,6286
307,2428,457,645,802,1767,2021,1448,1027,144,-1438,3659,2902,5895,4010,1885,27,429,711,659,2394,1968,1315,1000,140,-1401,619,884,1105,2709,2664,1890,1353,190,-1896,9859,34246,6285
105,2357,603,883,1092,2120,2715,1904,1379,194,-1932,3583,2400,4654,3222,1432,5,508,805,801,2532,2301,1669,1169,164,-1638,635,941,1122,2538,2737,1980,1390,195,-1948,8703,34650,6286
104,2402,603,909,1139,2065,2834,2072,1440,202,-2017,3630,2344,4379,2848,1531,7,609,906,1033,2548,2628,1927,1335,187,-1870,722,1111,1310,2680,3114,2294,1582,222,-2216,9291,34321,6285
62,2206,543,792,976,2092,2715,1770,1379,194,-1932,3433,2901,6142,3954,2188,8,429,693,659,2456,2216,1441,1126,158,-1577,611,871,1062,2762,2753,1951,1399,196,-1959,8593,34737,6286
111,2213,603,883,1092,2197,2996,2051,1522,214,-2132,3439,2719,6013,3703,2310,12,493,766,770,2493,2415,1610,1227,172,-1719,611,871,1036,2872,2702,1890,1373,193,-1923,8565,34741,6286
142,2181,749,1006,1258,2147,3273,2522,1663,233,-2329,3407,2244,3656,2779,877,10,645,967,1054,2576,2844,2129,1445,203,-2024,835,1179,1434,2625,3333,2510,1693,238,-2372,8107,34987,6286
262,2168,652,931,1092,2015,2761,2051,1403,197,-1965,3397,2649,5053,3223,1830,3,551,805,823,2380,2415,1721,1227,172,-1719,619,884,1105,2366,2702,1981,1373,193,-1923,8101,34947,6286
125,2165,703,981,1190,1966,2996,2370,1522,214,-2132,3391,2207,3643,2652,991,7,662,946,1033,2432,2778,2142,1411,198,-1977,792,1111,1310,2414,3173,2397,1612,226,-2258,8017,34961,6286
67,2151,543,742,827,1821,2217,1579,1126,158,-1578,3379,2720,5477,3563,1914,3,477,740,685,2475,2081,1383,1057,148,-1481,619,871,1062,2452,2663,1890,1353,190,-1895,8028,34971,6286
180,2146,965,1273,1468,2216,3125,2522,1588,223,-2224,3373,1951,3540,2413,1127,8,790,1109,1195,2516,2844,2213,1445,203,-2024,954,1330,1502,2510,3355,2613,1704,239,-2388,7789,35069,6285
200,2128,1399,1827,2033,2774,3577,2969,1817,255,-2546,3355,1333,2506,1855,651,10,1178,1794,1895,3160,3458,2831,1757,247,-2461,1493,1859,2102,3274,3793,3055,1927,270,-2699,7512,35134,6287
234,2168,678,931,1117,1890,2733,2072,1388,195,-1945,3397,2116,4474,2687,1787,7,563,831,831,2277,2200,1625,1118,157,-1566,662,964,1135,2287,2727,2026,1385,194,-1941,7689,35107,6286
315,2185,652,955,1092,1913,2629,2023,1336,187,-1871,3416,2062,4235,2780,1455,4,611,846,844,2314,2363,1787,1200,168,-1682,702,964,1135,2287,2727,2026,1385,194,-1941,7857,35078,6286
68,2033,727,1136,1399,2278,2633,2079,1338,188,-1874,3214,1272,3338,2258,1080,20,1068,1522,1808,2852,3222,2546,1637,230,-2293,1105,1581,1952,2875,3411,2638,1733,243,-2428,7093,36482,6282
33,2297,765,1153,1525,2226,3142,2753,1596,224,-2236,3591,1783,3052,2184,868,8,765,1126,1411,2474,3092,2639,1571,220,-2201,922,1322,1739,2636,3551,3073,1804,253,-2527,10582,34180,6282
54,2318,730,965,1215,1801,2594,2061,1318,185,-1846,3602,1925,3354,2383,971,16,659,990,1121,2286,2554,2092,1297,182,-1818,791,1149,1452,2307,3080,2514,1565,220,-2192,10242,34049,6153
29,2316,885,1312,1623,2246,3058,2578,1553,218,-2176,3601,1581,2569,1925,644,11,855,1307,1547,2665,2969,2540,1508,212,-2113,1022,1535,1912,2778,3436,2943,1745,245,-2445,10143,34077,6153
116,2332,564,781,988,1820,2540,2126,1290,181,-1808,3508,2147,3322,2785,537,14,723,1085,1301,2576,2944,2416,1496,210,-2095,814,1171,1433,2818,3452,2812,1754,246,-2457,7484,35670,6286
113,2070,1073,1516,1874,2619,3405,2973,1730,243,-2423,3261,1228,2126,1618,508,3,1201,1710,2071,3145,3774,3293,1917,269,-2686,1125,1579,2007,2798,3532,3023,1794,252,-2514,6758,36518,6286
77,2068,1145,1595,2013,2738,3498,3030,1777,249,-2490,3259,1233,1857,1436,421,6,1332,1885,2337,3327,3908,3436,1985,279,-2781,1202,1708,2154,2904,3675,3179,1867,262,-2615,6759,36499,6286
243,1956,932,1395,1756,2342,3208,2870,1630,229,-2283,3208,1137,1801,1404,397,2,1030,1599,1956,2740,3421,3191,1738,244,-2435,1012,1530,1912,2637,3455,3106,1755,246,-2459,4470,35664,6286
276,1963,855,1267,1616,2178,3048,2681,1548,217,-2169,3215,1176,1933,1487,446,4,930,1436,1799,2626,3263,2954,1658,233,-2322,954,1450,1830,2565,3331,2937,1692,238,-2371,4477,35664,6286
45,2074,904,1306,1673,2303,3045,2608,1547,217,-2167,3342,1208,2294,1529,765,2,1003,1502,1777,2746,3256,2910,1654,232,-2317,1008,1494,1830,2658,3338,2920,1696,238,-2376,5260,35151,6286
315,2218,803,1109,1394,1966,2679,2293,1361,191,-1907,3489,1437,2196,1730,466,5,920,1375,1672,2519,3055,2749,1552,218,-2174,939,1347,1711,2434,3070,2697,1560,219,-2185,6444,34446,6286
270,2224,847,1191,1540,2161,2905,2470,1476,207,-2067,3494,1448,2213,1675,538,2,940,1425,1776,2634,3260,2911,1656,232,-2320,995,1431,1866,2622,3243,2836,1647,231,-2308,6440,34453,6286
98,2260,731,992,1139,1669,2553,2066,1297,182,-1817,3541,1894,2954,2175,780,3,730,1016,1183,2174,2683,2230,1363,191,-1909,783,1095,1378,2126,2948,2434,1498,210,-2098,9346,34309,6286
45,2246,654,881,1106,1713,2377,1953,1208,169,-1692,3528,1989,3233,2358,875,5,690,993,1147,2248,2603,2188,1322,186,-1853,762,1066,1362,2107,2871,2399,1458,205,-2043,9315,34315,6286
145,2243,765,1094,1443,2096,3046,2636,1547,217,-2168,3523,1809,2677,2109,568,10,779,1129,1393,2408,3032,2651,1540,216,-2158,866,1217,1593,2330,3275,2836,1664,234,-2331,9316,34309,6286
267,2133,922,1343,1601,2205,3216,2847,1634,229,-2289,3421,1267,1910,1615,295,17,1025,1531,1750,2510,3485,3196,1770,248,-2480,1038,1516,1786,2446,3537,3232,1797,252,-2517,6750,34607,6286
56,1305,1070,1502,1843,2438,3614,3192,1836,258,-2572,2704,1355,2646,1722,924,3,1112,1548,1881,2506,3621,3244,1839,258,-2577,1125,1559,1920,2511,3711,3273,1885,265,-2641,4668,37845,6286
90,1308,1077,1522,1872,2467,3637,3233,1848,259,-2588,2708,1372,2618,1727,891,3,1112,1553,1880,2512,3645,3255,1852,260,-2594,1134,1556,1911,2518,3682,3254,1870,263,-2620,4700,37777,6286
248,1689,1133,1675,2182,2982,3969,3512,2016,283,-2825,3115,1554,2329,1861,468,13,1118,1645,2109,3094,4003,3513,2034,285,-2849,1191,1749,2260,3091,4224,3706,2146,301,-3006,7596,36470,6286
256,1690,1241,1842,2376,3208,4258,3681,2163,304,-3030,3117,1502,2208,1750,458,16,1174,1775,2264,3306,4255,3659,2162,303,-3028,1244,1841,2418,3320,4363,3791,2216,311,-3105,7523,36485,6286
238,1631,775,1184,1488,1938,2715,2433,1379,194,-1932,2977,1084,1980,1353,627,10,799,1215,1457,2062,2834,2553,1440,202,-2017,794,1243,1503,2028,2911,2568,1479,208,-2072,5790,37268,6153
218,1651,726,1094,1354,1757,2583,2355,1312,184,-1838,3004,1136,2023,1356,667,10,769,1167,1424,1956,2713,2503,1378,193,-1931,737,1131,1413,1891,2708,2467,1376,193,-1927,5829,37235,6153
0,1317,1528,2339,2923,3597,4581,4113,2327,327,-3260,2714,997,1790,1219,571,0,1507,2290,2840,3560,4602,4164,2338,328,-3275,1513,2279,2865,3532,4608,4139,2341,329,-3280,4860,37800,6290
90,1314,1495,2296,3031,3715,4436,4090,2253,316,-3157,2711,993,1791,1148,643,6,1466,2256,2961,3725,4488,4153,2280,320,-3194,1478,2234,2970,3646,4453,4085,2262,317,-3169,4854,37810,6290
342,1562,974,1326,1589,2321,3477,2871,1766,248,-2475,2964,1730,3199,2184,1015,3,989,1338,1578,2567,3472,2864,1764,248,-2471,1018,1403,1710,2597,3668,2949,1863,262,-2611,5596,37193,6290
10,1285,1174,1656,1910,2456,3406,2856,1730,243,-2424,2710,1225,2130,1442,688,14,1288,1802,2100,2669,3721,3149,1890,265,-2648,1329,1854,2153,2731,3779,3189,1920,269,-2690,4663,37620,6290
79,1276,1294,1816,2120,2695,3764,3118,1912,268,-2679,2700,1163,2167,1374,793,8,1294,1875,2170,2741,3860,3252,1961,275,-2747,1376,1965,2308,2889,4096,3470,2081,292,-2915,4707,37613,6290
0,1275,1279,1835,2170,2750,3704,3094,1882,264,-2636,2698,1152,2328,1367,961,4,1283,1846,2187,2757,3760,3175,1910,268,-2676,1346,1926,2285,2877,3901,3290,1982,278,-2776,4729,37593,6290
37,1264,1165,1629,1969,2606,3660,3093,1859,261,-2605,2686,1419,2923,1693,1230,4,1176,1621,1971,2635,3644,3139,1851,260,-2593,1246,1717,2081,2754,3856,3292,1959,275,-2744,4772,37568,6290
198,1298,1860,2690,3173,3848,5026,4473,2553,358,-3577,2732,912,2282,1046,1236,1,1678,2430,2906,3522,4690,4249,2383,334,-3338,1837,2659,3168,3804,5003,4461,2542,357,-3561,4047,37551,6290
304,1407,1125,1677,1994,2570,3483,3070,1769,248,-2479,2843,1126,1479,1275,204,9,1364,2037,2429,3122,4269,3772,2169,304,-3038,1342,1977,2383,3079,4234,3706,2151,302,-3013,4424,37437,6290
63,1398,994,1449,1752,2466,3291,2854,1672,235,-2342,2832,1323,2140,1587,554,2,1181,1715,2134,2944,3851,3334,1956,275,-2741,1189,1720,2133,2906,3872,3351,1967,276,-2756,4392,37508,6290
23,1396,1285,1980,2438,3100,3961,3645,2012,282,-2819,2831,1129,1682,1313,369,3,1440,2203,2760,3526,4501,4127,2287,321,-3203,1434,2061,2622,3393,4326,3938,2198,308,-3079,4387,37505,6290
328,1325,941,1512,1790,2335,3014,2462,1531,215,-2145,2767,858,1791,1223,568,15,1236,1925,2254,2815,3886,3294,1974,277,-2766,1305,2081,2422,3046,4138,3467,2102,295,-2945,3903,37500,6286
164,1324,1146,1812,2087,2555,3378,2901,1716,241,-2404,2760,1009,1741,1196,545,7,1393,2159,2547,3152,4366,3816,2218,311,-3107,1517,2305,2740,3297,4626,4056,2350,330,-3292,3893,37498,6286
112,1311,1223,1869,2194,2730,3849,3353,1955,274,-2739,2750,1142,2070,1348,722,4,1221,1828,2172,2804,4065,3490,2065,290,-2893,1364,2091,2433,3134,4460,3827,2266,318,-3174,3878,37523,6290
72,1338,1286,1953,2475,3156,4110,3687,2088,293,-2925,2737,1158,1884,1316,568,4,1366,2026,2603,3376,4283,3881,2176,305,-3048,1357,2021,2599,3290,4246,3800,2157,303,-3022,4919,37758,6290
25,1274,1136,1535,1832,2460,3390,2872,1722,242,-2413,2696,1428,3113,1653,1460,7,1142,1590,1901,2562,3510,3032,1783,250,-2498,1214,1678,2004,2662,3724,3167,1892,266,-2650,4751,37612,6290
203,1274,1379,1902,2244,2827,4006,3479,2035,286,-2851,2696,1146,2282,1364,918,10,1340,1837,2164,2748,3897,3423,1980,278,-2773,1401,1913,2256,2840,4048,3532,2056,289,-2881,4689,37631,6290
28,1368,1012,1424,1779,2344,3003,2647,1526,214,-2137,2804,1082,1677,1241,436,12,1280,1939,2390,2998,3965,3523,2014,283,-2822,1216,1890,2305,2898,3949,3495,2006,282,-2811,4309,37569,6290
101,2367,938,1221,1456,2222,2922,2262,1484,208,-2080,3554,1859,3043,2262,781,2,848,1224,1385,2552,2992,2449,1520,213,-2129,857,1230,1451,2424,3026,2457,1537,216,-2154,7647,35602,6286
153,2361,992,1303,1515,2168,2814,2336,1430,201,-2003,3549,1635,2693,2010,684,2,852,1249,1439,2450,2871,2453,1458,205,-2043,874,1252,1469,2310,2933,2501,1490,209,-2087,7604,35604,6286
322,2377,748,1029,1255,2000,2711,2157,1377,193,-1929,3566,1819,2944,2179,765,5,817,1146,1344,2444,2826,2359,1436,201,-2011,835,1151,1424,2324,2974,2455,1511,212,-2117,7816,35548,6286
45,2138,992,1280,1536,2000,2922,2595,1484,208,-2080,3337,1545,2326,1783,543,1,950,1285,1477,2372,2906,2538,1476,207,-2068,1005,1333,1594,2297,3030,2581,1539,216,-2156,5986,36143,6286
45,2135,992,1280,1536,2061,2900,2491,1473,207,-2064,3334,1527,2243,1734,509,1,1014,1387,1612,2514,3167,2728,1609,226,-2254,1041,1392,1670,2401,3201,2719,1626,228,-2278,5957,36157,6286
45,2131,963,1280,1536,2030,2922,2595,1484,208,-2080,3330,1536,2336,1783,554,1,1000,1366,1606,2526,3149,2695,1600,225,-2241,1038,1385,1686,2438,3223,2719,1637,230,-2294,5911,36217,6286
59,2126,963,1280,1536,2030,2900,2548,1473,207,-2064,3324,1579,2302,1812,491,2,1016,1400,1647,2587,3175,2719,1613,226,-2260,1024,1383,1677,2443,3232,2712,1642,230,-2300,5882,36232,6286
9,2128,1091,1476,1574,1983,3016,2866,1532,215,-2146,3411,907,1878,1184,694,10,1447,1847,1897,2585,3448,3370,1752,246,-2454,1311,1823,1932,2423,3590,3495,1824,256,-2555,6032,34623,6286
113,2172,1065,1447,1672,2275,3400,3034,1727,242,-2420,3453,1250,1940,1673,267,3,1023,1458,1688,2583,3327,3050,1690,237,-2368,1217,1647,1872,2625,3746,3428,1903,267,-2666,6064,34605,6286
198,2111,867,1207,1499,2168,3260,2866,1656,232,-2320,3394,1512,2313,1882,432,1,838,1230,1475,2362,3297,2960,1675,235,-2346,925,1309,1630,2371,3483,3129,1769,248,-2479,6866,34639,6286
0,1344,1215,1686,2084,2753,3876,3465,1969,276,-2759,2744,1380,2841,1802,1040,3,1173,1581,1934,2624,3736,3312,1898,266,-2659,1191,1638,2010,2651,3806,3325,1933,271,-2709,4792,37709,6286
59,1405,1689,2431,3084,3722,4605,4304,2339,328,-3277,2810,930,1518,1026,492,2,1661,2393,3064,3752,4649,4375,2362,331,-3309,1686,2449,3113,3797,4737,4449,2406,338,-3371,4663,37550,6290
135,1406,1395,1999,2545,3255,4204,3912,2136,300,-2992,2811,1220,2312,1389,923,1,1351,1957,2510,3257,4179,3914,2123,298,-2974,1415,2045,2623,3345,4348,4085,2209,310,-3094,4663,37553,6290
207,1403,1369,2030,2634,3380,4317,3974,2193,308,-3072,2809,1221,2527,1406,1121,2,1321,1976,2580,3348,4254,3948,2161,303,-3028,1379,2038,2652,3419,4451,4127,2261,317,-3168,4663,37563,6290
0,1400,1419,2157,2841,3591,4422,4064,2246,315,-3147,2805,1130,2332,1285,1047,0,1391,2129,2814,3593,4392,4036,2231,313,-3126,1435,2175,2854,3641,4561,4200,2317,325,-3246,4655,37571,6290
135,1323,1485,2230,2716,3373,4449,3926,2260,317,-3166,2730,1088,1895,1241,655,2,1439,2110,2625,3320,4336,3894,2203,309,-3086,1506,2199,2719,3392,4472,3933,2272,319,-3183,4370,37705,6290
37,1446,1323,2053,2726,3420,4311,3850,2190,307,-3068,2870,1124,2002,1303,699,4,1138,1817,2467,3151,4043,3589,2054,288,-2877,1324,2061,2785,3513,4446,3964,2259,317,-3164,4617,37300,6290
172,1328,1747,2619,3056,3784,5031,4377,2556,359,-3581,2761,1076,2310,1254,1056,3,1441,2180,2587,3207,4399,3904,2235,314,-3131,1577,2346,2774,3440,4746,4188,2411,338,-3378,4084,37461,6290
121,1319,1718,2620,3067,3720,5065,4371,2573,361,-3605,2754,1049,2405,1249,1157,5,1494,2240,2661,3284,4440,3891,2256,317,-3160,1678,2433,2930,3645,4907,4264,2493,350,-3492,4083,37475,6290
41,2113,757,1041,1271,1901,2677,2246,1360,191,-1905,3305,1643,2651,1982,669,8,842,1252,1450,2523,3041,2479,1545,217,-2164,903,1305,1603,2505,3184,2576,1617,227,-2266,10524,36178,6286
86,2072,852,1372,1678,2325,3067,2430,1558,219,-2183,3261,1615,2814,1955,859,23,1107,1583,1820,3052,3642,2968,1850,260,-2592,1147,1647,1954,3103,3808,2972,1934,272,-2710,10473,36342,6286
270,1998,1059,1427,1725,2236,2917,2657,1482,208,-2076,3194,921,1778,1359,419,3,1038,1425,1610,2503,2844,2521,1445,203,-2024,1074,1486,1727,2492,3008,2628,1528,214,-2141,7771,36576,6286
108,2001,1081,1487,1816,2374,3196,2890,1624,228,-2275,3196,976,1749,1336,414,1,1107,1584,1881,2817,3176,2826,1613,226,-2260,1140,1632,1995,2836,3345,2877,1699,238,-2381,7876,36584,6291
11,2098,573,806,975,1597,2435,1882,1237,174,-1733,3309,2035,3296,2552,744,6,705,1070,1260,2362,2944,2273,1496,210,-2095,725,1104,1365,2299,3141,2361,1596,224,-2235,10039,36287,6286
42,2091,643,941,1180,1804,2651,2173,1347,189,-1887,3294,1805,2692,2189,503,11,662,1042,1222,2279,2961,2360,1504,211,-2107,669,1072,1326,2245,3100,2437,1575,221,-2206,10018,36503,6286
90,2221,808,1184,1502,2139,3087,2411,1568,220,-2197,3433,1681,3072,2393,679,4,829,1179,1271,2427,2930,2400,1488,209,-2085,868,1221,1497,2370,3226,2559,1639,230,-2296,9260,36151,6286
180,2049,1035,1448,1755,2339,3387,3086,1721,241,-2411,3339,1328,1986,1504,482,13,1043,1490,1745,2547,3376,3073,1715,241,-2403,1123,1558,1875,2693,3630,3136,1844,259,-2583,6590,36353,6286
288,2043,924,1262,1505,2114,3042,2684,1545,217,-2165,3337,1466,2231,1683,548,9,994,1396,1621,2477,3229,2859,1640,230,-2298,1096,1505,1829,2622,3598,2984,1828,257,-2561,6544,36393,6286
270,1888,911,1275,1571,2223,3122,2478,1586,223,-2222,3177,1652,2600,1956,644,2,1005,1370,1611,2491,3328,2735,1691,237,-2369,987,1402,1717,2575,3461,2750,1758,247,-2463,6787,37258,6287
87,1966,1015,1471,1799,2378,3211,2578,1631,229,-2285,3243,1346,2145,1647,498,14,1188,1624,1901,2719,3391,2833,1723,242,-2413,1089,1587,1948,2782,3574,2849,1816,255,-2544,7043,37004,6282
354,2161,1005,1441,1762,2614,3429,2662,1742,244,-2440,3443,1508,2797,1930,867,4,1052,1499,1750,2984,3611,2812,1834,257,-2570,1099,1519,1842,2801,3619,2841,1838,258,-2576,6974,36123,6285
165,1421,1251,1873,2187,2765,3791,3113,1926,270,-2698,2881,1171,2040,1430,610,10,1311,1972,2316,3015,4041,3381,2053,288,-2876,1286,2011,2367,3063,4085,3393,2075,291,-2907,6277,37331,6286
90,1423,1164,1799,2095,2617,3738,3059,1899,267,-2660,2877,1107,1656,1316,340,9,1328,2061,2359,3009,4190,3510,2129,299,-2982,1252,1937,2284,2976,4196,3525,2132,299,-2986,6335,37523,6286
305,1403,1114,1713,1970,2468,3427,2850,1741,244,-2439,2866,1057,1665,1233,432,13,1297,1959,2284,3011,3866,3273,1964,276,-2751,1283,1973,2302,2968,3956,3379,2010,282,-2815,6335,37567,6286
45,1297,902,1239,1437,2055,3223,2528,1637,230,-2294,2761,1453,3050,1787,1263,4,1017,1427,1715,2424,3571,2896,1814,255,-2541,1003,1412,1713,2442,3635,2891,1847,259,-2587,6312,37724,6286
117,1298,845,1210,1419,2024,3066,2404,1558,219,-2182,2759,1522,2965,1767,1199,6,1015,1463,1746,2523,3527,2845,1792,251,-2510,986,1407,1696,2433,3561,2845,1809,254,-2534,6287,37748,6287
355,1289,650,856,1011,1552,2370,1837,1204,169,-1687,2763,1796,3472,2109,1364,10,821,1138,1346,2077,2987,2376,1517,213,-2126,809,1110,1336,2027,3039,2405,1544,217,-2163,6625,37670,6286
90,1405,897,1313,1610,2263,3173,2565,1612,226,-2258,2869,1468,2598,1906,692,2,957,1380,1715,2433,3453,2872,1754,246,-2458,927,1335,1672,2314,3354,2799,1704,239,-2387,7497,37343,6285
90,1417,778,1083,1305,1941,2964,2340,1506,211,-2109,2881,1815,3088,2152,936,2,871,1211,1475,2183,3237,2641,1644,231,-2304,836,1140,1396,2046,3159,2573,1605,225,-2248,7589,37351,6285
90,1424,814,1120,1378,2061,3040,2423,1544,217,-2164,2888,1808,3034,2133,901,3,910,1264,1560,2310,3346,2759,1700,239,-2381,867,1178,1474,2151,3245,2666,1648,231,-2309,7633,37336,6285
90,1439,839,1179,1446,2137,3139,2501,1595,224,-2234,2903,1752,3081,2112,969,7,904,1257,1535,2278,3355,2756,1704,239,-2388,871,1195,1506,2228,3295,2684,1674,235,-2345,7767,37307,6285
108,1453,790,1079,1315,2026,3059,2399,1554,218,-2177,2917,1365,3267,2270,997,4,885,1232,1525,2299,3378,2761,1716,241,-2404,855,1170,1481,2196,3287,2690,1670,234,-2339,7767,37307,6285
90,1468,834,1190,1447,2214,3231,2535,1641,230,-2300,2932,1874,3144,2306,838,6,932,1289,1609,2402,3492,2843,1774,249,-2485,900,1252,1587,2374,3484,2819,1770,248,-2480,7959,37235,6285
282,2247,528,819,1013,2078,2462,1720,1251,176,-1752,3434,2292,3669,2888,781,10,691,968,1157,2261,2971,2381,1509,212,-2114,653,907,1126,2034,2790,2134,1417,199,-1986,7752,35921,6285
186,2268,1361,2231,2944,3790,5163,4041,2623,368,-3675,3467,966,1729,1223,506,65,804,1265,1627,2402,2737,1839,1390,195,-1948,857,1312,1727,2363,2889,1856,1468,206,-2056,7737,35898,6286
67,2005,870,1212,1432,2118,3026,2615,1537,216,-2154,3220,1450,2425,1766,659,3,1047,1506,1728,2739,3485,3126,1770,248,-2480,989,1405,1667,2463,3374,2920,1714,241,-2401,5074,36363,6286
329,2145,642,891,1098,1526,2153,1704,1094,154,-1532,3356,1892,2996,2207,789,19,618,924,1072,2074,2339,1837,1188,167,-1665,746,1054,1330,2109,2771,2162,1408,198,-1972,6440,35737,6286
312,2187,761,1077,1300,1895,2537,1974,1289,181,-1806,3398,1609,3086,2073,1013,22,723,1123,1258,2385,2675,2129,1359,191,-1904,904,1303,1532,2480,3013,2314,1531,215,-2144,6720,35623,6285
127,2144,1215,1672,1995,2999,3336,2405,1695,238,-2374,3351,1253,2932,1904,1029,4,974,1556,1727,3143,2965,2250,1506,211,-2110,1270,1767,2053,3295,3307,2462,1680,236,-2354,6593,35609,6290
135,2344,768,1177,1522,2406,3215,2520,1633,229,-2288,3542,1898,3454,2296,1158,7,660,1152,1303,2892,2928,2240,1487,209,-2084,686,1101,1353,2643,2992,2223,1520,213,-2129,7733,35294,6285
308,2212,686,916,1121,1742,2633,2158,1338,188,-1874,3518,1852,2899,2167,732,5,785,1100,1326,2185,2979,2592,1513,212,-2120,804,1114,1378,2114,3043,2573,1546,217,-2166,7031,34371,6286
124,2197,854,1179,1514,2285,3312,2827,1682,236,-2357,3498,1794,2721,2034,687,9,894,1284,1644,2592,3548,3197,1802,253,-2525,985,1328,1688,2522,3604,3166,1831,257,-2565,7032,34448,6286
278,2156,812,1091,1386,2125,3186,2662,1618,227,-2267,3459,1840,3104,2134,970,3,871,1229,1447,2540,3229,2812,1640,230,-2298,898,1230,1544,2336,3409,2956,1732,243,-2426,6594,34546,6286
225,2068,1020,1446,1781,2363,3208,2864,1630,229,-2283,3330,1166,1805,1382,423,1,1170,1714,2068,2946,3592,3285,1825,256,-2556,1118,1621,1990,2706,3489,3106,1772,249,-2483,6617,35690,6286
288,2095,857,1210,1507,2185,3175,2781,1613,226,-2260,3359,1513,2323,1789,535,1,1008,1436,1730,2671,3503,3121,1780,250,-2493,939,1332,1662,2398,3356,2914,1705,239,-2388,7271,35672,6286
259,1685,850,1227,1573,2276,3005,2603,1527,214,-2139,2847,1369,2107,1690,418,2,982,1397,1781,2789,3296,2952,1674,235,-2346,1022,1452,1932,2811,3486,2967,1771,249,-2481,5510,37882,6291
216,1751,797,1120,1407,2248,3082,2580,1566,220,-2193,2913,1528,2903,2010,893,4,915,1290,1613,2587,3336,2954,1695,238,-2374,960,1348,1730,2574,3492,2960,1774,249,-2485,5988,37587,6291
22,1678,611,816,1034,1552,2164,1839,1099,154,-1540,2841,1780,3372,2544,828,26,924,1263,1622,2646,2947,2465,1497,210,-2097,982,1328,1720,2628,3122,2550,1586,223,-2222,5682,37901,6286
38,1670,689,889,1104,1728,2658,2329,1350,190,-1892,2829,2085,3706,2850,856,20,793,1131,1337,2408,2955,2422,1501,211,-2103,840,1178,1477,2355,3139,2472,1595,224,-2234,5549,37873,6286
16,1630,448,619,725,1571,1744,1312,886,124,-1241,2791,2284,4312,3171,1141,7,592,844,900,1844,2364,1731,1201,169,-1682,565,825,941,1952,2381,1762,1210,170,-1695,5442,37934,6286
225,1671,924,1294,1659,2281,3246,2912,1649,231,-2310,2834,1533,2887,1998,889,2,993,1397,1756,2724,3322,2952,1688,237,-2364,1034,1457,1895,2700,3493,2967,1774,249,-2486,5510,37893,6286
90,1642,932,1376,1801,2543,3539,3200,1798,252,-2519,2804,1444,2645,1983,662,7,941,1372,1751,2766,3462,3220,1759,247,-2464,990,1431,1903,2804,3637,3164,1848,259,-2588,5368,37977,6291
284,1697,765,1057,1340,2044,2762,2386,1403,197,-1966,2861,1533,2435,1882,553,7,939,1343,1689,2668,3198,2853,1625,228,-2276,985,1383,1806,2660,3406,2906,1730,243,-2424,5707,37683,6286
26,1654,676,920,1147,1709,2694,2393,1369,192,-1917,2816,1854,3425,2564,861,12,757,1042,1278,2287,2910,2479,1478,207,-2071,795,1086,1421,2243,3061,2524,1555,218,-2179,5467,37915,6286
108,1650,765,1091,1388,2237,2950,2499,1499,210,-2100,2811,1592,2600,2027,574,5,882,1249,1616,2649,3313,2974,1683,236,-2358,935,1326,1730,2633,3466,2950,1761,247,-2467,5401,37954,6282
341,1647,892,1326,1666,2418,2966,2575,1507,211,-2111,2807,1410,2126,1781,345,19,1079,1508,1897,2831,3201,2753,1626,228,-2278,1114,1566,2054,2880,3394,2802,1724,242,-2416,5428,37937,6287
213,1691,912,1273,1601,2440,3150,2772,1600,225,-2242,2854,1434,2316,1775,541,11,999,1403,1714,2721,3265,2889,1659,233,-2324,1044,1450,1839,2704,3453,2912,1754,246,-2458,5615,37880,6287
304,1714,663,961,1162,1994,2392,2017,1215,171,-1702,2880,1808,2897,2266,631,12,807,1168,1425,2464,2926,2515,1486,209,-2082,874,1238,1573,2437,3086,2605,1568,220,-2196,5766,37662,6286
318,1720,605,872,1051,1848,2274,1828,1155,162,-1618,2885,1775,2991,2300,691,12,908,1256,1529,2512,3027,2568,1538,216,-2154,960,1324,1657,2497,3165,2653,1608,226,-2253,5766,37662,6286
229,1697,859,1211,1478,2327,3120,2650,1585,222,-2221,2861,1482,2601,1870,731,9,1041,1485,1836,2784,3443,3085,1749,245,-2450,1089,1537,1969,2803,3625,3098,1842,258,-2580,5657,37866,6287
3,1657,531,789,923,1726,2045,1602,1039,146,-1455,2820,1887,3289,2478,812,9,770,1071,1273,2281,2760,2410,1402,197,-1964,812,1111,1381,2255,2898,2456,1472,207,-2063,5605,37854,6286
344,1672,665,970,1296,2029,2442,2047,1241,174,-1738,2834,1709,2549,2041,508,16,784,1127,1450,2466,2775,2326,1410,198,-1975,839,1166,1604,2433,2890,2369,1468,206,-2057,5523,37888,6286
