Asp,Elev,FalB1,FalB2,FalB3,FalB4,FalB5,FalB6,FalTCb,FalTCg,FalTCw,LAE,NDVIMin,NDVIMax,NDVIMedian,NDVIDiff,Slpp,SprB1,SprB2,SprB3,SprB4,SprB5,SprB6,SprTCb,SprTCg,SprTCw,SumB1,SumB2,SumB3,SumB4,SumB5,SumB6,SumTcb,SumTcg,SumTCw,ppti,tavei,dep
338,2083,539,843,1189,1980,2640,2121,1341,188,-1879,3286,2177,3232,2517,715,15,535,874,1195,2346,2761,2260,1403,197,-1965,628,971,1381,2285,3026,2388,1537,216,-2154,10579,35839,6285
326,1965,720,1002,1237,2012,2825,2204,1435,201,-2011,3173,2127,3177,2584,593,6,742,1012,1135,2186,2804,2281,1424,200,-1996,856,1127,1381,2257,3207,2536,1629,229,-2282,8021,35983,6286
288,1957,853,1271,1596,2298,2887,2330,1467,206,-2055,3168,1485,2482,1768,714,3,797,1279,1454,2414,2779,2320,1412,198,-1978,877,1319,1630,2410,3032,2495,1540,216,-2158,7833,35892,6285
193,1963,874,1349,1789,2522,3239,2625,1645,231,-2305,3172,1497,2235,1776,459,6,834,1297,1635,2519,3107,2602,1578,222,-2211,919,1395,1817,2585,3395,2793,1725,242,-2416,7719,35958,6285
147,1963,964,1619,2039,2981,3739,3161,1899,267,-2661,3177,1783,2971,2173,798,8,968,1499,1872,3315,3741,3142,1900,267,-2662,1109,1679,2201,3285,4072,3442,2069,290,-2898,7965,35933,6286
180,1961,976,1421,1856,2860,3347,2614,1700,239,-2382,3174,1415,2548,1783,765,5,908,1420,1813,3189,3395,2739,1725,242,-2416,1145,1702,2235,3180,3867,3132,1964,276,-2752,6504,35956,6285
45,2172,541,795,1060,1843,2762,2092,1403,197,-1966,3405,2572,4760,3087,1673,5,458,740,798,2289,2367,1673,1202,169,-1685,600,903,1251,2206,3205,2359,1628,229,-2281,10839,35181,6285
217,1948,948,1482,1902,2752,3443,2884,1749,245,-2450,3170,1560,2337,1829,508,13,816,1371,1717,2771,3251,2770,1652,232,-2314,920,1443,1909,2765,3514,2964,1785,251,-2501,7498,35822,6285
262,2007,584,925,1151,1817,2433,1919,1236,173,-1732,3233,1934,2998,2343,655,24,584,952,1097,2065,2500,2014,1270,178,-1779,587,973,1270,1982,2714,2164,1379,194,-1932,7981,35653,6285
216,2067,786,1318,1960,2867,3828,3120,1945,273,-2724,3289,1694,2266,1904,362,32,719,1271,1828,2902,3589,2973,1823,256,-2554,793,1313,1974,2862,3843,3108,1952,274,-2735,9089,35449,6285
335,2101,519,820,1082,1877,2604,2047,1323,186,-1853,3326,2207,3319,2685,634,9,598,972,1176,2340,2885,2303,1466,206,-2053,628,1006,1372,2221,3102,2464,1576,221,-2208,9867,35378,6285
201,2217,483,722,970,1714,2695,2145,1369,192,-1918,3455,2491,3821,2858,963,7,509,806,990,2097,2634,2120,1338,188,-1875,546,825,1147,1974,2869,2234,1457,205,-2042,10442,35143,6285
271,2318,573,850,1030,1780,2220,1679,1128,158,-1580,3554,2313,3659,2669,990,45,589,890,992,2114,2315,1775,1176,165,-1648,634,943,1158,1905,2470,1902,1255,176,-1758,9081,34870,6285
90,2344,670,959,1182,1913,2644,2111,1343,189,-1882,3570,1879,3107,2195,912,7,655,961,1130,2142,2547,2084,1294,182,-1813,727,1023,1319,1990,2817,2252,1431,201,-2005,9284,34696,6285
319,2339,610,916,1099,1833,2266,1778,1151,162,-1613,3568,2123,3303,2494,809,9,653,984,1076,2276,2439,1940,1239,174,-1736,749,1112,1366,2197,2789,2203,1417,199,-1985,9563,34650,6285
254,2337,512,769,920,1763,2052,1515,1042,146,-1460,3568,2130,3664,3261,403,30,587,866,901,1918,2276,1838,1156,162,-1620,599,880,990,2053,2343,1771,1190,167,-1668,9934,34532,6282
239,2421,873,1280,1587,2596,3145,2370,1598,224,-2238,3647,1948,3431,2422,1010,19,734,1086,1218,2614,2911,2200,1479,208,-2072,913,1336,1688,2716,3422,2528,1738,244,-2435,10154,34386,6285
294,2367,616,933,1116,1827,2155,1726,1095,154,-1534,3599,2023,3225,2362,863,25,615,965,1059,2254,2320,1855,1179,165,-1651,748,1135,1403,2264,2715,2131,1379,194,-1932,10076,34535,6285
45,2276,1253,1720,2044,2697,3571,2979,1814,255,-2541,3566,1288,2053,1493,560,2,1337,1858,2193,3132,3865,3322,1963,276,-2751,1382,1907,2279,3071,4014,3414,2039,286,-2857,7148,34328,6286
60,2271,1317,1799,2183,2972,3907,3069,1985,279,-2781,3560,1419,2268,1649,619,9,1433,2009,2375,3446,4214,3468,2141,300,-2999,1492,2038,2467,3394,4386,3520,2228,313,-3122,7170,34348,6286
339,2250,615,886,991,1302,1690,1288,859,120,-1203,3546,539,1785,1251,534,43,1569,2117,2404,3203,3742,3087,1901,267,-2663,1359,1923,2140,2754,3488,2900,1772,249,-2482,7042,34333,6291
339,2260,1367,1846,2152,2807,3678,2924,1868,262,-2618,3549,1123,1811,1349,462,12,1566,2255,2554,3655,4172,3477,2119,297,-2969,1619,2193,2585,3407,4326,3559,2198,308,-3079,7092,34321,6286
172,2060,998,1379,1692,2472,3455,2627,1755,246,-2459,3297,1691,2548,1998,550,3,1025,1439,1612,2780,3628,2853,1843,259,-2582,1041,1444,1729,2669,3662,2797,1860,261,-2606,6845,36722,6282
56,2391,593,858,1145,1877,2544,2085,1292,181,-1811,3652,2235,3965,2752,1213,9,632,948,1110,2390,2697,2143,1370,192,-1919,677,999,1304,2294,2924,2318,1485,208,-2081,9051,35232,6285
118,2418,707,978,1249,2127,2942,2289,1495,210,-2094,3675,2424,3430,2776,654,14,715,1029,1204,2410,2945,2305,1496,210,-2096,759,1060,1334,2340,3213,2486,1632,229,-2287,9299,35251,6285
181,2546,810,1162,1454,2386,3364,2577,1709,240,-2394,3806,2287,3589,2685,904,18,828,1144,1305,2580,3203,2464,1627,228,-2280,893,1291,1591,2708,3681,2837,1870,262,-2620,9701,34644,6285
272,2387,745,1210,1510,2314,2800,2213,1422,200,-1993,3585,1559,2991,2163,828,22,796,1203,1411,2520,2881,2243,1464,205,-2050,736,1142,1437,2428,2905,2351,1476,207,-2067,7750,35608,6153
261,2112,583,959,1180,2082,2624,2104,1333,187,-1868,3314,2318,3265,2633,632,28,682,1147,1365,2428,3037,2563,1543,217,-2161,581,947,1169,2058,2675,2223,1359,191,-1904,6452,36254,6282
294,2282,734,1048,1306,2264,3001,2365,1525,214,-2136,3477,2014,3572,2463,1109,5,793,1130,1324,2531,3120,2550,1585,222,-2221,819,1147,1426,2381,3174,2572,1612,226,-2259,7393,35922,6285
225,2346,638,899,1079,2273,2462,1936,1251,176,-1752,3538,2699,3782,3155,627,2,806,1147,1297,2826,2952,2329,1500,210,-2101,754,1091,1307,2620,2918,2338,1482,208,-2077,7582,35759,6287
318,2151,542,807,969,1988,2077,1557,1055,148,-1478,3351,2496,4351,3017,1334,12,618,907,953,2410,2439,1913,1239,174,-1736,656,947,1075,2294,2521,1965,1281,180,-1794,7394,36043,6153
243,2106,1308,2025,2249,3036,3445,2943,1750,246,-2452,3304,1201,1922,1497,425,42,1535,2054,2233,3234,3336,2825,1695,238,-2374,1167,1868,2100,2854,3330,2887,1692,237,-2370,6602,36250,6153
52,2096,611,947,1151,1873,2252,1752,1144,161,-1603,3289,1616,3183,2186,997,52,1022,1460,1658,2818,3277,2690,1665,234,-2332,896,1318,1626,2634,3202,2596,1627,228,-2279,6795,36448,6282
288,2069,797,1099,1311,2076,2741,2214,1392,195,-1951,3256,1657,2840,2032,809,13,1060,1450,1666,2777,3401,2847,1728,242,-2420,954,1295,1527,2335,3104,2550,1577,221,-2209,7008,36651,6291
276,2380,692,1063,1301,2115,2829,2150,1437,202,-2013,3579,1703,3465,2383,1083,26,784,1129,1249,2461,2901,2189,1474,207,-2065,690,1080,1305,2333,2869,2247,1457,205,-2042,7749,35612,6153
349,2189,726,1138,1417,2156,2863,2303,1454,204,-2038,3384,1657,2647,2060,587,8,993,1439,1635,2771,3362,2753,1708,240,-2393,792,1265,1561,2442,3132,2536,1591,223,-2229,6986,36134,6153
261,2112,583,959,1180,2082,2624,2104,1333,187,-1868,3314,2318,3265,2633,632,28,682,1147,1365,2428,3037,2563,1543,217,-2161,581,947,1169,2058,2675,2223,1359,191,-1904,6452,36254,6286
0,2030,1684,2344,2652,3215,4151,3641,2109,296,-2954,3275,667,1379,994,385,0,1710,2482,2757,3588,4294,3826,2181,306,-3056,1731,2458,2775,3501,4311,3740,2190,307,-3068,5489,36242,6287
0,2028,1232,1698,1903,2431,3489,3087,1772,249,-2483,3275,820,1797,1341,456,0,1338,1825,2049,2812,3816,3488,1939,272,-2716,1266,1748,1970,2758,3679,3231,1869,262,-2618,5485,36237,6282
207,2401,1292,1662,2102,2879,3427,2604,1741,244,-2439,3676,1476,2405,1839,566,7,1113,1604,1957,3227,3516,2638,1786,251,-2502,1304,1784,2175,3146,3851,2893,1956,275,-2741,9553,35280,6282
213,2077,1209,1739,2266,3154,4300,3440,2184,307,-3060,3355,1567,2390,1793,597,26,1023,1562,1919,3043,3848,3136,1955,274,-2739,1215,1755,2251,3270,4296,3392,2182,306,-3057,7060,36552,6285
342,2203,940,1458,1752,2313,3209,2574,1630,229,-2284,3473,1004,1792,1250,542,8,1081,1685,2023,2887,3656,3021,1857,261,-2602,1071,1668,2034,2777,3787,3058,1924,270,-2695,7294,35768,6290
315,2191,1117,1698,2066,2702,3517,2887,1787,251,-2503,3460,994,1665,1234,431,4,1200,1931,2317,3169,4055,3430,2060,289,-2886,1194,1882,2293,3065,4107,3385,2086,293,-2923,7413,35816,6282
0,2043,1134,1621,1950,2593,3473,3048,1764,248,-2472,3290,1071,2295,1589,706,0,1084,1583,1823,2803,3410,3059,1732,243,-2427,1056,1557,1835,2862,3387,2926,1721,241,-2411,5423,36262,6282
0,2040,1137,1651,2003,2663,3425,3031,1740,244,-2438,3286,1102,2241,1586,655,0,1090,1587,1824,2748,3320,3004,1687,237,-2363,1080,1623,1886,2859,3404,2972,1729,243,-2423,5410,36265,6282
54,2065,1069,1536,1878,2519,3369,3000,1711,240,-2398,3313,1187,2025,1503,522,4,1142,1666,1982,2911,3612,3275,1835,258,-2571,1054,1542,1896,2699,3464,3053,1760,247,-2465,5341,35833,6286
56,2064,1036,1479,1811,2471,3311,2954,1682,236,-2356,3312,1170,2047,1534,513,3,1131,1648,1964,2881,3585,3246,1821,256,-2551,1055,1546,1895,2711,3473,3045,1764,248,-2472,5341,35833,6282
18,2062,848,1170,1404,2007,2717,2381,1380,194,-1934,3310,1238,2674,2013,661,1,1055,1469,1661,2699,3147,2778,1599,224,-2240,912,1360,1557,2542,2995,2519,1521,214,-2132,5397,35822,6286
180,2075,881,1180,1397,1874,2695,2381,1369,192,-1918,3326,1036,2133,1593,540,2,1074,1401,1564,2254,2958,2745,1503,211,-2105,896,1260,1420,2125,2758,2403,1401,197,-1963,5429,35805,6282
337,2087,1184,1606,1900,2419,3228,2877,1640,230,-2297,3340,914,1744,1365,379,3,1265,1718,1983,2696,3410,3176,1732,243,-2427,1164,1611,1862,2579,3266,2920,1659,233,-2324,5479,35767,6282
135,1971,979,1368,1617,2172,2594,2332,1318,185,-1846,3222,979,1903,1266,637,4,1049,1451,1659,2417,2737,2554,1390,195,-1948,1031,1450,1661,2389,2727,2489,1385,194,-1941,4579,35487,6153
90,1996,1227,1717,2071,2687,3263,2882,1658,233,-2322,3249,961,1575,1166,410,3,1343,1918,2252,3096,3524,3249,1790,251,-2508,1335,1876,2232,2992,3562,3248,1809,254,-2535,4619,35440,6282
315,1956,970,1351,1620,2176,2580,2308,1311,184,-1836,3208,972,1940,1329,611,3,1060,1497,1735,2551,2762,2567,1403,197,-1966,1058,1486,1749,2480,2790,2533,1417,199,-1986,4534,35499,6282
45,2076,1197,1808,2172,2894,3912,3370,1987,279,-2784,3295,1096,1812,1444,369,1,1246,1930,2250,3245,4207,3671,2137,300,-2994,1282,1971,2345,3268,4281,3635,2175,305,-3047,4997,36322,6286
0,2079,1025,1423,1680,2332,3442,3040,1749,245,-2450,3303,1278,2181,1544,637,0,1153,1659,1963,2964,3683,3259,1871,263,-2621,1181,1670,2024,2851,3843,3330,1952,274,-2735,5089,36341,6286
180,2069,1002,1424,1718,2328,3435,3005,1745,245,-2445,3294,1191,2090,1536,554,3,1056,1524,1763,2674,3585,3153,1821,256,-2551,1073,1546,1846,2652,3683,3165,1871,263,-2621,5040,36326,6286
150,2112,1116,1485,1740,2410,3122,2791,1586,223,-2222,3306,972,1949,1523,426,12,1118,1551,1731,2710,2993,2589,1520,213,-2130,1149,1613,1859,2717,3178,2684,1614,227,-2262,7065,36289,6282
278,2146,777,1129,1396,2289,3096,2594,1573,221,-2203,3356,2025,3039,2596,443,6,742,1108,1308,2413,2984,2515,1516,213,-2124,708,1044,1283,2360,2963,2386,1505,211,-2109,9331,36250,6153
180,2117,594,780,931,1659,2519,1904,1280,180,-1793,3327,2319,3623,2963,660,1,599,817,911,1976,2493,1894,1266,178,-1774,564,811,931,2052,2667,1933,1355,190,-1898,9230,36338,6153
104,2092,540,720,847,1581,2296,1764,1166,164,-1634,3304,2205,3710,2970,740,3,605,853,909,2064,2459,1847,1249,175,-1750,579,837,939,2110,2515,1843,1278,179,-1790,9285,36453,6153
225,2102,591,863,1055,1955,2550,1974,1295,182,-1815,3314,2152,3776,2980,796,5,691,1083,1198,2720,2769,2148,1407,197,-1971,708,1113,1324,2746,2920,2190,1483,208,-2078,9320,36317,6282
333,2092,679,989,1222,1992,2774,2324,1409,198,-1974,3304,1856,3286,2493,793,4,763,1149,1315,2636,2934,2374,1490,209,-2088,800,1219,1430,2626,3072,2445,1561,219,-2186,9361,36413,6153
250,2286,585,809,984,1911,2539,1940,1290,181,-1807,3501,2330,4421,3709,712,10,579,825,903,2326,2517,1888,1279,179,-1791,529,852,988,2601,2611,1928,1326,186,-1858,10585,35808,6153
158,2259,1122,1753,2173,2942,3885,3195,1974,277,-2765,3478,1049,1903,1411,492,4,1203,1921,2332,3429,4035,3353,2050,288,-2872,1352,2089,2530,3436,4107,3407,2086,293,-2923,6503,35827,6290
153,2296,1515,2285,2756,3515,4533,3791,2303,323,-3226,3513,938,1558,1122,436,2,1531,2388,2834,3877,4714,3923,2395,336,-3355,1381,2105,2589,3456,4155,3498,2111,296,-2957,6243,35757,6290
45,2352,1150,1641,1986,2580,3141,2731,1596,224,-2235,3608,1100,1933,1332,601,2,1264,1869,2189,3213,3535,3119,1796,252,-2516,1181,1723,2074,2884,3343,2860,1698,238,-2379,7826,35129,6286
236,2325,1251,1965,2333,2997,3571,3055,1814,255,-2541,3586,1056,1868,1372,496,24,1417,2286,2647,3684,3950,3431,2007,282,-2811,1297,1957,2285,3216,3609,3027,1833,257,-2569,7801,35162,6290
207,2187,986,1396,1716,2321,3200,2604,1626,228,-2277,3471,1208,2260,1500,760,2,1044,1504,1742,2497,3257,2884,1655,232,-2318,1164,1663,2006,2754,3678,3086,1868,262,-2618,6864,34595,6286
149,2185,948,1285,1535,2118,3145,2656,1598,224,-2238,3469,1367,2573,1672,901,2,959,1314,1569,2230,3151,2816,1601,225,-2243,1091,1501,1797,2484,3501,3029,1779,250,-2492,6864,34595,6286
45,2184,892,1194,1442,1997,2969,2499,1508,212,-2113,3468,1330,2658,1691,967,2,976,1346,1569,2235,3156,2825,1603,225,-2246,1010,1379,1652,2365,3332,2857,1693,238,-2371,6883,34595,6286
225,2183,1070,1552,1902,2487,3223,2566,1637,230,-2294,3467,1086,2072,1372,700,1,1300,1782,2051,2806,3376,2930,1715,241,-2403,1229,1766,2122,2878,3725,3061,1892,266,-2651,6881,34603,6286
225,2181,937,1247,1488,2120,3075,2608,1562,219,-2188,3465,1447,2518,1718,801,1,959,1326,1617,2350,3211,2869,1631,229,-2285,1066,1455,1737,2424,3423,2996,1739,244,-2436,6868,34604,6286
338,2188,1056,1476,1814,2399,3357,2782,1705,239,-2389,3473,1187,2230,1435,795,4,1083,1558,1808,2594,3311,2951,1682,236,-2356,1229,1740,2117,2875,3804,3248,1932,271,-2707,6854,34597,6286
198,2185,995,1347,1648,2257,3341,2804,1697,238,-2378,3469,1355,2480,1601,879,1,942,1278,1526,2158,3054,2739,1551,218,-2174,1125,1574,1907,2646,3688,3145,1874,263,-2625,6860,34591,6286
82,2196,711,1014,1257,1890,2846,2391,1446,203,-2025,3491,1881,3066,2165,901,3,797,1148,1433,2323,3267,2868,1660,233,-2325,800,1157,1481,2289,3333,2878,1693,238,-2372,7491,34647,6286
96,2201,683,952,1217,1863,2855,2367,1450,204,-2032,3495,1849,3047,2127,920,4,808,1141,1445,2316,3283,2883,1668,234,-2337,797,1165,1505,2265,3321,2842,1687,237,-2364,7506,34645,6286
108,2206,773,1078,1371,2056,3089,2609,1569,220,-2198,3499,1796,2718,2077,641,5,866,1263,1566,2452,3482,3069,1769,248,-2478,865,1241,1588,2428,3556,3070,1806,254,-2531,7523,34641,6286
56,2209,767,1076,1382,2016,3028,2586,1538,216,-2155,3502,1732,2874,2032,842,3,841,1234,1604,2478,3394,3028,1724,242,-2416,852,1242,1645,2442,3428,3043,1741,244,-2440,7525,34636,6285
99,2205,746,1058,1364,2024,3045,2548,1547,217,-2167,3498,1779,2655,2034,621,5,846,1228,1545,2395,3456,3031,1756,246,-2460,839,1220,1572,2371,3497,3009,1776,249,-2489,7522,34655,6286
135,2195,767,1065,1361,1993,2950,2500,1499,210,-2100,3489,1788,2818,2063,755,1,849,1241,1580,2481,3358,3003,1706,239,-2390,849,1249,1615,2435,3383,2981,1719,241,-2408,7489,34680,6286
349,2194,756,1059,1375,2046,2988,2538,1518,213,-2127,3489,1718,2759,1986,773,2,878,1310,1632,2522,3381,3035,1718,241,-2406,886,1308,1659,2495,3452,3037,1754,246,-2457,7482,34651,6286
270,2071,904,1260,1585,2224,3100,2643,1575,221,-2206,3345,1373,2365,1637,728,2,990,1406,1721,2608,3257,2890,1655,232,-2318,1017,1439,1801,2561,3380,2915,1717,241,-2406,7112,35386,6286
270,2071,1062,1495,1898,2600,3492,3000,1774,249,-2485,3345,1286,2401,1509,892,2,1080,1590,1928,2948,3587,3148,1822,256,-2553,1175,1704,2139,2964,3799,3289,1930,271,-2704,7133,35391,6286
180,2073,1028,1424,1774,2430,3418,2990,1736,244,-2433,3346,1379,2044,1554,491,3,1109,1572,1920,2766,3612,3237,1835,258,-2571,1121,1594,1980,2720,3731,3273,1895,266,-2655,7216,35385,6286
18,2075,942,1327,1692,2350,3243,2774,1647,231,-2308,3348,1367,2304,1628,676,1,1038,1474,1789,2694,3385,3016,1720,241,-2409,1078,1524,1899,2687,3545,3073,1801,253,-2523,7191,35386,6286
149,2074,874,1201,1502,2134,3042,2565,1545,217,-2165,3346,1444,2473,1706,767,2,963,1356,1623,2506,3201,2806,1626,228,-2278,980,1385,1713,2481,3333,2841,1693,238,-2372,7168,35383,6286
243,2073,891,1235,1575,2244,3152,2656,1601,225,-2243,3346,1435,2575,1703,872,2,962,1384,1703,2648,3354,2927,1704,239,-2387,1023,1450,1831,2638,3509,2985,1783,250,-2497,7154,35380,6286
0,2181,829,1095,1339,1936,2910,2386,1478,207,-2071,3464,1564,2502,1861,641,0,893,1262,1532,2337,3184,2832,1617,227,-2266,979,1329,1636,2349,3310,2798,1681,236,-2356,6879,34629,6286
0,2180,799,1057,1316,1910,2810,2328,1427,200,-2000,3463,1515,2550,1845,706,0,891,1268,1564,2325,3166,2860,1608,226,-2253,996,1344,1664,2361,3311,2837,1682,236,-2356,6835,34627,6286
301,2178,855,1149,1434,2016,2912,2446,1479,208,-2072,3462,1395,2686,1667,1019,2,875,1238,1519,2185,3111,2835,1580,222,-2214,1064,1427,1748,2449,3419,3017,1737,244,-2433,6843,34631,6286
162,2178,916,1242,1542,2156,3130,2725,1590,223,-2228,3461,1468,2628,1711,917,1,890,1306,1600,2306,3217,2910,1634,229,-2290,1135,1532,1874,2577,3612,3255,1835,258,-2571,6879,34629,6286
165,2120,774,1084,1396,2043,2961,2602,1504,211,-2107,3391,1523,2494,1831,663,5,926,1321,1604,2645,3215,2826,1633,229,-2288,903,1285,1646,2461,3194,2701,1623,228,-2273,7728,35315,6286
203,2118,820,1132,1462,2142,3033,2651,1541,216,-2159,3388,1496,2495,1822,674,3,934,1327,1620,2690,3238,2827,1645,231,-2304,918,1315,1674,2510,3238,2752,1645,231,-2304,7617,35331,6286
18,2123,804,1133,1472,2124,3011,2636,1530,215,-2143,3395,1450,2318,1756,562,1,963,1375,1692,2679,3350,2937,1702,239,-2384,921,1325,1705,2500,3276,2802,1664,234,-2332,7731,35300,6286
207,2123,916,1297,1668,2308,3156,2856,1603,225,-2246,3396,1300,1940,1566,375,4,1063,1532,1905,2796,3441,3153,1748,245,-2449,1006,1445,1841,2572,3311,2954,1682,236,-2356,7770,35306,6286
153,2200,726,1005,1250,1858,2753,2358,1399,196,-1959,3491,1798,2574,2042,532,2,799,1119,1379,2089,2915,2592,1481,208,-2075,809,1124,1399,2075,3025,2606,1537,216,-2153,7676,34671,6286
0,2201,762,1075,1374,2064,3005,2607,1527,214,-2139,3493,1707,2552,1946,606,0,871,1249,1557,2319,3132,2847,1591,223,-2229,852,1209,1541,2279,3222,2832,1637,230,-2293,7643,34667,6286
72,2203,826,1177,1493,2108,3087,2629,1568,220,-2197,3495,1574,2396,1794,602,1,931,1376,1744,2517,3325,3021,1689,237,-2366,970,1408,1791,2526,3422,3033,1738,244,-2435,7640,34665,6286
117,2206,824,1187,1504,2151,3076,2671,1563,219,-2189,3498,1506,2269,1792,478,2,938,1374,1742,2516,3305,3046,1679,236,-2352,972,1410,1794,2523,3404,3034,1729,243,-2423,7596,34660,6286
0,2202,781,1082,1385,2075,3042,2609,1545,217,-2165,3494,1627,2384,1885,499,0,892,1291,1653,2427,3273,2986,1663,233,-2329,899,1274,1651,2378,3329,2956,1691,237,-2369,7596,34660,6286
270,2202,910,1272,1573,2228,3109,2650,1579,222,-2213,3494,1604,2502,1873,629,1,934,1370,1732,2528,3319,3014,1686,237,-2362,940,1356,1734,2478,3374,2975,1714,241,-2401,7632,34669,6286
219,2205,969,1350,1691,2379,3162,2573,1606,225,-2250,3497,1478,2144,1650,494,6,1039,1549,1919,2737,3537,3190,1797,252,-2517,1074,1588,1970,2729,3584,3145,1821,256,-2551,7640,34670,6286
121,2205,882,1221,1539,2251,3131,2716,1591,223,-2228,3496,1513,2240,1787,453,5,991,1416,1787,2643,3529,3189,1793,252,-2512,1012,1466,1896,2682,3585,3143,1821,256,-2551,7661,34675,6286
264,2221,968,1411,1751,2375,3162,2618,1606,225,-2250,3506,1265,2015,1478,537,4,1135,1612,1906,2728,3350,2953,1702,239,-2384,1223,1753,2194,2950,3783,3261,1922,270,-2692,7068,34630,6286
270,2214,771,1092,1311,1853,2722,2283,1383,194,-1937,3499,1371,2273,1632,641,2,942,1325,1583,2255,3153,2855,1602,225,-2244,964,1353,1625,2259,3307,2896,1680,236,-2354,7064,34618,6286
329,2221,731,1052,1263,1782,2602,2141,1322,186,-1852,3505,1295,2200,1619,581,2,861,1194,1452,2158,2935,2686,1491,209,-2089,995,1428,1732,2350,3310,2898,1681,236,-2356,7080,34611,6286
270,2221,853,1218,1477,2048,2934,2574,1490,209,-2088,3505,1434,2327,1635,692,1,989,1404,1678,2487,3267,2869,1660,233,-2325,1003,1442,1749,2401,3383,2940,1719,241,-2408,7076,34627,6286
275,2225,983,1443,1753,2373,3165,2688,1608,226,-2253,3510,1352,2262,1599,664,5,1062,1502,1750,2542,3203,2815,1627,228,-2280,1088,1608,1969,2662,3520,2974,1788,251,-2505,7080,34627,6286
342,2220,803,1101,1338,1881,2747,2389,1395,196,-1955,3505,1452,2314,1719,595,1,911,1278,1527,2181,3022,2697,1535,215,-2151,901,1276,1574,2229,3176,2725,1613,226,-2260,7072,34600,6286
27,2194,788,1106,1407,1974,2583,2160,1312,184,-1838,3476,1324,2295,1538,757,2,1000,1454,1770,2657,3201,2870,1626,228,-2278,1087,1530,1946,2642,3301,2882,1677,235,-2349,6640,34623,6286
207,2199,934,1333,1690,2238,2745,2341,1394,196,-1954,3480,1174,1980,1403,577,6,1052,1538,1843,2681,3160,2849,1605,225,-2249,1200,1697,2122,2802,3341,2964,1697,238,-2378,6586,34631,6286
143,2191,811,1122,1427,1989,2645,2237,1344,189,-1882,3471,1329,2182,1575,607,4,1043,1535,1824,2702,3180,2858,1615,227,-2263,1067,1508,1872,2535,3214,2826,1633,229,-2287,6553,34647,6286
18,2197,838,1196,1496,2043,2532,2168,1286,181,-1802,3477,1214,1923,1430,493,4,1061,1547,1856,2678,3047,2746,1548,217,-2169,1099,1581,1958,2618,3152,2786,1601,225,-2243,6589,34632,6286
315,2198,1072,1553,1999,2603,2964,2560,1506,211,-2109,3479,1098,2098,1501,597,2,1223,1806,2203,3231,3299,2951,1676,235,-2348,1299,1870,2339,3204,3478,3057,1767,248,-2475,6589,34646,6286
108,2196,876,1233,1575,2142,2711,2278,1377,193,-1929,3475,1296,2246,1514,732,4,1120,1605,1976,2968,3267,2907,1660,233,-2325,1192,1706,2128,2849,3374,2943,1714,241,-2401,6634,34625,6286
281,2209,534,755,1029,1584,2696,2006,1370,192,-1919,3480,2461,4531,2988,1543,8,515,788,894,2219,2531,1873,1286,180,-1801,615,890,1239,2120,3112,2304,1581,222,-2215,13571,34932,6285
277,1925,594,911,1142,1478,2251,1801,1144,160,-1602,3197,1796,3118,2083,1035,34,637,1048,1183,2118,2415,1926,1227,172,-1719,688,1066,1326,1967,2600,2064,1321,185,-1850,9418,35625,6285
305,1900,591,937,1124,1443,2302,1812,1169,164,-1638,3182,1876,3167,2323,844,53,635,1073,1231,2201,2535,1988,1288,181,-1804,685,1064,1361,1993,2653,2100,1348,189,-1888,9712,35716,6285
270,1969,644,915,1180,1577,2645,2012,1344,189,-1882,3237,2034,3353,2603,750,5,638,942,1077,2156,2559,2001,1300,182,-1821,749,1071,1382,2111,3031,2336,1540,216,-2157,9801,35616,6285
166,2050,606,827,1040,1730,2804,2113,1424,200,-1996,3305,2120,3748,2858,890,12,595,835,943,2070,2706,2106,1375,193,-1926,680,959,1224,2102,3131,2382,1591,223,-2228,9365,35439,6286
301,1981,662,887,1142,1608,2737,2035,1390,195,-1948,3249,1439,3431,2764,667,2,655,912,1041,2042,2705,2110,1374,193,-1925,754,1041,1346,2166,3200,2423,1626,228,-2277,9815,35614,6282
102,1932,864,1276,1682,2239,3348,2720,1701,239,-2383,3178,1509,2434,1848,586,46,858,1403,1671,2667,3264,2705,1658,233,-2323,956,1479,1861,2666,3601,2976,1829,257,-2563,8961,35618,6286
281,1967,553,806,995,1386,2346,1902,1192,167,-1670,3233,2068,3155,2431,725,38,584,888,1039,1962,2525,2046,1283,180,-1797,621,929,1191,1854,2725,2181,1384,194,-1939,9633,35622,6286
0,1842,833,1169,1433,2260,3002,2346,1525,214,-2137,3023,1615,2898,1991,907,0,942,1329,1566,2726,3350,2706,1702,239,-2384,986,1381,1737,2687,3599,2953,1828,257,-2561,6288,37387,6287
153,1855,760,1041,1286,2000,2787,2399,1416,199,-1984,3034,1795,2520,2086,434,2,883,1229,1470,2395,3091,2755,1570,220,-2200,888,1205,1475,2249,3105,2714,1577,221,-2210,6288,37380,6287
0,1843,1253,1883,2213,3243,3863,3129,1962,275,-2749,3033,1224,2608,1721,887,0,1147,1673,1992,3137,3771,3101,1916,269,-2684,1226,1813,2227,3123,3925,3227,1994,280,-2793,6213,37392,6282
315,1847,873,1359,1675,2940,3146,2245,1598,224,-2239,3035,1253,3160,1827,1333,3,954,1439,1701,3230,3208,2435,1630,229,-2283,1010,1475,1966,2972,3792,2870,1926,270,-2699,6020,37292,6291
